OPEID6,INSTNM,C150_4,ADM_RATE,SATVR25,SATMT25,COSTT4_A,NPT4_PUB,NPT4_PRIV,UGDS,LOCALE,CITY,STABBR,PCIP27,PCIP52,CIP27BACHL,CIP52BACHL
2651,Eastern New Mexico University-Main Campus,,0.9166,430,400,18940,4904,,3357,33,Portales,NM,0.0073,0.0824,2,2
21464,Institute of American Indian and Alaska tive Culture and Arts Development,0.7665,0.9747,,,24854,12570,,334,41,Santa Fe,NM,,0.0789,,
2653,New Mexico Highlands University,0.6045,,,,20868,14838,,1451,33,Las Vegas,NM,0.0026,0.144,1,2
2654,New Mexico Institute of Mining and Technology,,0.4449,550,530,24967,9873,,995,33,Socorro,NM,0.0493,,1,
2663,University of New Mexico-Main Campus,,0.9518,460,430,21259,15489,,17244,11,Albuquerque,NM,0.0072,0.1399,1,1
2650,University of the Southwest,0.4976,,,,28210,,16927,346,33,Hobbs,NM,,0.1528,,2
2664,Western New Mexico University,0.625,,,,21562,8522,,2026,33,Silver City,NM,0.0149,0.1283,2,2
2671,Bard College,0.7538,0.5212,650,620,84553,,34649,2414,41,Anndale-On-Hudson,NY,,,,1
7394,Berkeley College-New York,0.84,,,,45041,,34124,1449,11,New York,NY,,0.5011,,1
6438,Mount Sii Phillips School of Nursing,0.7638,,,,,,,311,11,New York,NY,,,,
13029,Boricua College,0.6125,,,,24213,,15245,391,11,New York,NY,,0.1136,,1
2681,Canisius University,,0.7236,,,44322,,17940,1685,11,Buffalo,NY,0.008,0.2016,1,1
4776,Central Yeshiva Tomchei Tmimim Lubavitz,0.5736,0.8743,,,29697,,21437,863,11,Brooklyn,NY,,,,
2701,Colgate University,0.4806,0.1388,710,720,87070,,28786,3180,42,Hamilton,NY,0.0096,,1,
9769,Metropolitan College of New York,,0.9,,,34203,,28882,402,11,New York,NY,,0.3269,,1
2710,The Cooper Union for the Advancement of Science and Art,,0.2071,653,642,64190,,13269,842,11,New York,NY,,,,
2711,Cornell University,,0.0876,730,770,88140,,28690,15995,13,Ithaca,NY,0.0196,0.1437,1,1
7273,CUNY Berrd M Baruch College,0.5714,0.4752,550,550,14170,3033,,16154,11,New York,NY,0.0121,0.7213,1,1
2687,CUNY Brooklyn College,0.4677,0.5836,460,490,14151,3103,,10543,11,Brooklyn,NY,0.0111,0.2672,1,1
2698,College of Staten Island CUNY,0.2676,0.9234,460,430,14795,5579,,9657,11,Staten Island,NY,0.0064,0.1749,1,1
2688,CUNY City College,0.5934,0.6002,540,530,14403,3776,,12505,11,New York,NY,0.0111,0.0426,1,1
4765,CUNY Graduate School and University Center,,0.6849,,,,,,3254,11,New York,NY,,0.0848,1,1
2689,CUNY Hunter College,0.6667,0.538,550,550,13905,2984,,16289,11,New York,NY,0.0137,0.0395,1,1
2693,CUNY John Jay College of Crimil Justice,,0.5711,480,450,14212,3203,,11590,11,New York,NY,0.0027,,1,
7022,CUNY Lehman College,0.1179,0.5658,440,410,14121,3148,,10696,11,Bronx,NY,0.0107,0.1809,1,1
10097,CUNY Medgar Evers College,0.8,0.8605,440,410,14771,5718,,3233,11,Brooklyn,NY,,0.1785,1,2
2696,CUNY New York City College of Technology,,0.8029,460,440,14110,5127,,13580,11,Brooklyn,NY,0.0043,0.1014,1,2
2690,CUNY Queens College,0.4906,0.6435,500,510,14367,4195,,12550,11,Queens,NY,0.0169,0.1136,1,1
4759,CUNY York College,,0.641,410,380,14330,4456,,4345,11,Jamaica,NY,0.0096,0.152,1,1
2808,Daemen University,,0.6826,,,45192,,18693,1643,21,Amherst,NY,0.0022,0.1571,1,1
41196,Yeshiva of Far Rockaway Derech Ayson Rabbinical Semiry,0.5238,0.92,,,21150,,7269,60,11,Far Rockaway,NY,,,,
2718,Elmira College,1,0.7696,568,522,52449,,22386,708,13,Elmira,NY,0.0077,0.1923,1,1
12561,Five Towns College,0.5123,0.5382,,,42458,,22992,547,21,Dix Hills,NY,,0.2937,,1
2728,Hamilton College,0.4219,0.1362,720,730,84230,,28985,2030,22,Clinton,NY,0.0266,,1,
2729,Hartwick College,0.5,0.696,540,530,68614,,31320,1087,33,Oneonta,NY,0.0102,0.1684,1,1
2735,Hilbert College,,0.972,,,42114,,22723,921,21,Hamburg,NY,,0.1172,,2
2731,Hobart William Smith Colleges,,0.6399,610,580,82602,,31563,1786,32,Geneva,NY,0.0169,0.0084,1,1
2732,Hofstra University,0.3916,0.6808,620,610,70624,,34176,6488,21,Hempstead,NY,0.0091,0.1936,1,1
2734,Houghton University,0.618,0.8866,600,570,31143,,20519,753,43,Houghton,NY,0.0181,0.1265,1,2
2737,Io University,,0.8694,570,540,60247,,29188,2951,21,New Rochelle,NY,0.0018,0.3978,1,1
2739,Ithaca College,,0.6901,630,600,68699,,33926,4242,23,Ithaca,NY,0.0053,0.1005,1,1
2742,The Juilliard School,0.2756,0.0915,,,83892,,43571,468,11,New York,NY,,,,
10549,Kehilath Yakov Rabbinical Semiry,,,,,17850,,3822,205,41,Ossining,NY,,,,
2744,Keuka College,,0.6808,,,54760,,24338,966,32,Keuka Park,NY,0.0074,0.1507,1,1
2748,Le Moyne College,,0.8298,580,580,53183,,22277,2439,21,Syracuse,NY,0.0108,0.2694,1,1
13026,Machzikei Hadath Rabbinical College,,1,,,30053,,16515,131,11,Brooklyn,NY,,,,
2759,Manhattan School of Music,,0.4078,,,77703,,51754,539,11,New York,NY,,,,
2760,Manhattanville University,,0.8734,,,53499,,20991,1362,21,Purchase,NY,0.0032,0.1133,1,1
2765,Marist University,0.4933,0.5651,600,590,67574,,41544,5182,21,Poughkeepsie,NY,0.0053,0.2805,1,1
2772,Mercy University,,0.8584,,,32596,,14072,5735,21,Dobbs Ferry,NY,0.0063,0.1397,1,1
7264,Mesivta Torah Vodaath Rabbinical Semiry,0.6622,0.8,,,21810,,4876,399,11,Brooklyn,NY,,,,
3974,Mesivtha Tifereth Jerusalem of America,,0.6,,,18560,,8290,51,11,New York,NY,,,,
2778,Mount Saint Mary College,0.7494,0.8888,,,55014,,25522,1148,13,Newburgh,NY,0.0208,0.125,1,1
2779,zareth University,,0.7472,530,540,58254,,29357,1873,21,Rochester,NY,0.0068,0.1126,1,1
20662,The New School,,0.6347,,,88284,,58741,6563,11,New York,NY,,0.018,,1
2788,Niagara University,0.1429,0.8737,530,530,51632,,17248,2653,21,Niagara University,NY,0.0028,0.1872,1,1
2782,New York Institute of Technology,0.7953,0.8102,590,600,56976,,22443,3440,41,Old Westbury,NY,0.0018,0.0553,1,1
2791,Pace University,0.5532,0.7592,600,580,69550,,30892,7665,11,New York,NY,0.0035,0.1957,1,1
2795,Paul Smiths College of Arts and Science,,0.7653,,,51506,,26683,579,42,Paul Smiths,NY,,0.0657,,1
21691,Davis College,0.4274,0.5625,,,24830,,12875,106,42,Pottersville,NY,,,,
3976,Rabbinical Academy Mesivta Rabbi Chaim Berlin,0.5793,0.9362,,,20400,,6415,141,11,Brooklyn,NY,,,,
8614,Rabbinical College Bobover Yeshiva Bnei Zion,0.5791,,,,20075,,9136,473,11,Brooklyn,NY,,,,
8617,Rabbinical Semiry Mkor Chaim,,0.9063,,,17750,,9494,96,21,Lakewood,NJ,,,,
3978,Rabbinical Semiry of America,0.9426,0.9845,,,19700,,4844,397,11,Flushing,NY,,,,
2803,Rensselaer Polytechnic Institute,0.6439,0.6347,670,705,82404,,36228,5714,13,Troy,NY,0.0433,0.0593,1,1
2894,University of Rochester,0.5549,0.4008,680,730,85962,,29278,6331,12,Rochester,NY,0.0619,0.096,1,1
2810,Russell Sage College,0.623,0.5326,,,50607,,22917,1244,13,Troy,NY,,0.1158,,1
2829,St Lawrence University,0.6929,0.5434,645,610,82000,,28651,1918,33,Canton,NY,0.0428,0.0326,1,1
2813,Sarah Lawrence College,,0.6173,650,590,82467,,41437,1530,21,Bronxville,NY,,,,
25059,Sh'or Yoshuv Rabbinical College,,,,,,,,156,21,Lawrence,NY,,,,
2816,Sie College,0.3421,0.6902,550,560,64870,,33733,3409,21,Loudonville,NY,0.0049,0.2628,1,1
2823,St. John's University-New York,,0.8343,580,570,65527,,29999,9477,11,Queens,NY,0.0055,0.2764,1,1
2855,SUNY College of Technology at Canton,0.5824,0.9215,,,24906,15268,,2741,33,Canton,NY,,0.1024,,2
2857,SUNY College of Technology at Delhi,0.5708,0.8901,450,460,26944,17225,,2843,43,Delhi,NY,,0.137,,1
2856,SUNY College of Agriculture and Technology at Cobleskill,0.4796,0.8402,,,27786,18701,,1904,32,Cobleskill,NY,,0.1128,,1
2858,Farmingdale State College,0.4111,0.6329,520,520,18966,10867,,9552,21,Farmingdale,NY,0.0046,0.1804,1,1
2835,University at Albany,0.4841,0.691,,,28802,17167,,12564,12,Albany,NY,0.012,0.1534,1,1
2837,University at Buffalo,0.2762,0.7418,600,610,30785,20995,,20112,21,Buffalo,NY,0.0211,0.1655,1,1
2851,SUNY College of Environmental Science and Forestry,0.5125,0.6328,,,28133,18952,,1839,12,Syracuse,NY,,0.0295,,1
11678,SUNY Polytechnic Institute,0.3295,0.8135,505,520,23741,14164,,1849,22,Utica,NY,0.0131,0.1965,1,2
2842,SUNY Buffalo State University,0.4667,0.7295,490,490,24279,11346,,5097,11,Buffalo,NY,0.0046,0.134,1,1
2843,State University of New York at Cortland,0.7,0.5979,,,28108,22345,,5901,32,Cortland,NY,0.0049,0.0648,1,1
2844,SUNY at Fredonia,,0.777,590,570,25879,15897,,2755,32,Fredonia,NY,0.0152,0.0818,1,1
2845,SUNY College at Geneseo,0.5041,0.6645,600,590,27709,18211,,3869,32,Geneseo,NY,0.0249,0.1659,1,1
2847,SUNY Oneonta,,0.696,570,550,28821,19158,,4643,33,Oneonta,NY,0.0083,0.1228,1,1
2848,State University of New York at Oswego,0.6489,0.8055,530,540,27052,16236,,5473,32,Oswego,NY,0.0042,0.2336,1,2
2850,SUNY College at Potsdam,0.8336,0.777,,,25083,13624,,1823,33,Potsdam,NY,0.0205,0.1025,1,1
6791,SUNY at Purchase College,0.5714,0.7405,620,565,29043,18913,,3197,21,Purchase,NY,0.0115,,1,
2849,State University of New York at Plattsburgh,,0.7841,540,540,28244,17156,,3769,32,Plattsburgh,NY,0.0057,0.2664,1,1
2839,SUNY Downstate Health Sciences University,,,,,,,,293,11,Brooklyn,NY,,,,
10286,Empire State University,0.5774,,,,19699,11676,,7585,23,Saratoga Springs,NY,,0.3252,,2
2840,Upstate Medical University,0.5952,,,,,,,159,12,Syracuse,NY,,,,
12011,Talmudical Semiry Oholei Torah,,0.7719,,,20353,,10755,400,11,Brooklyn,NY,,,,
25506,Talmudical Institute of Upstate New York,0.4212,1,,,16850,,7299,13,12,Rochester,NY,,,,
21916,Torah Temimah Talmudical Semiry,,0.5556,,,34000,,24475,82,11,Staten Island,NY,,,,
10142,Touro University,0.6612,0.6083,630,588,40500,,29627,4040,11,New York,NY,0.0101,0.1056,1,1
2834,Excelsior University,,,,,,,,11550,12,Albany,NY,,0.1044,,2
2889,Union College,0.25,0.4392,660,650,84561,,34561,2046,13,Schenectady,NY,0.0199,0.0331,1,1
11189,United Talmudical Semiry,,,,,22754,,6640,2241,11,Brooklyn,NY,,,,
2892,United States Merchant Marine Academy,0.5226,0.3424,560,550,9168,6174,,962,21,Kings Point,NY,,,,
2883,Utica University,,0.9195,480,510,37205,,19108,2278,13,Utica,NY,0.007,0.0698,1,1
2896,Villa Maria College,0.5215,0.8659,,,36335,,13494,603,13,Buffalo,NY,,0.1333,,1
2899,Wagner College,,0.88,600,590,65574,,28241,1651,11,Staten Island,NY,,0.162,1,1
5208,The College of Westchester,0.5221,0.9442,,,31660,,16296,759,13,White Plains,NY,,0.3891,,1
25058,Yeshiva Karlin Stolin,0.5051,,,,18612,,6393,139,11,Brooklyn,NY,,,,
11670,Yeshiva of Nitra Rabbinical College,0.4086,,,,23300,,10880,243,41,Chester,NY,,,,
21520,Yeshivath Shaar Hatorah,0.3214,0.7222,,,22150,,8850,76,11,Kew Gardens,NY,,,,
13027,Yeshivath Viznitz,0.41,,,,20397,,8929,1159,21,Monsey,NY,,,,
2908,Barton College,0.5351,0.942,,,51935,,23626,982,31,Wilson,NC,0.0042,0.1458,1,1
2910,Belmont Abbey College,,0.7465,490,470,34788,,24639,1276,22,Belmont,NC,0.0134,0.2776,1,1
2911,Bennett College,0.3451,0.5066,410,410,41296,,28299,178,11,Greensboro,NC,0.0238,0.0952,1,1
2912,Brevard College,0.6006,0.4216,440,430,47288,,23509,815,32,Brevard,NC,0.012,0.2349,1,1
2931,Guilford College,,0.8,550,570,55689,,22270,1001,11,Greensboro,NC,0.0051,0.1179,1,1
30893,Heritage Bible College,0.4371,,,,24868,,18684,22,41,Dunn,NC,,,,
2936,Johnson C Smith University,,0.4521,,,34923,,20894,1244,11,Charlotte,NC,0.0048,0.2222,1,1
2939,Lees-McRae College,0.5749,0.7678,,,49498,,28340,873,42,Banner Elk,NC,,0.1031,,2
2944,Mars Hill University,,0.679,,,50099,,19910,1044,41,Mars Hill,NC,,0.216,1,1
2945,Meredith College,0.7048,0.7418,588,510,57313,,22488,1188,11,Raleigh,NC,0.0271,0.1536,1,1
2948,Montreat College,0.5332,0.692,,,47133,,27061,762,21,Montreat,NC,,0.2016,,2
2949,University of Mount Olive,0.4722,0.7575,,,38569,,18853,1796,42,Mount Olive,NC,0.0021,0.2201,1,2
2951,North Caroli Wesleyan University,0.5357,0.8023,,,49974,,17432,1214,13,Rocky Mount,NC,0.0067,0.3733,1,1
2953,William Peace University,,0.9425,545,535,49362,,21649,666,11,Raleigh,NC,,0.2353,,1
2955,Pfeiffer University,,0.9603,,,45542,,19076,655,41,Misenheimer,NC,0.0065,0.098,1,1
2957,Queens University of Charlotte,,0.6208,560,580,65742,,30857,1211,11,Charlotte,NC,0.0061,0.1848,1,1
2960,Salem College,0.719,0.7667,553,513,48532,,18277,423,11,Winston-Salem,NC,,0.1184,1,1
2962,Shaw University,,0.8016,,,30861,,16512,875,11,Raleigh,NC,,0.2344,,1
1540,St. Andrews University,,,,,50681,,32513,628,32,Laurinburg,NC,,0.3667,,2
2963,Southeastern Baptist Theological Semiry,,0.7463,540,460,22632,,13090,585,21,Wake Forest,NC,,,,1
2978,Wake Forest University,0.2222,0.2167,700,710,87499,,28719,5485,11,Winston-Salem,NC,0.0247,0.2236,1,1
2979,Warren Wilson College,,0.7134,,,56966,,21249,707,41,Swannoa,NC,0.0128,0.0705,1,1
6483,Watts College of Nursing,0.6133,,,,,,,124,11,Durham,NC,,,,
35703,Caroli Christian College,,,,,28817,,22366,52,11,Winston Salem,NC,,,,
2989,Dickinson State University,,0.3702,,,20567,14092,,1090,33,Dickinson,ND,,0.3284,2,2
2990,University of Jamestown,0.8688,0.8808,,,38013,,19567,1041,33,Jamestown,ND,,0.2286,,2
2993,Mayville State University,,,,,20657,11456,,733,43,Mayville,ND,0.045,0.155,1,1
2994,Minot State University,,0.6462,500,430,19339,12703,,2062,13,Minot,ND,0.0022,0.1699,1,1
3005,University of North Dakota,0.8585,0.769,,,25605,18551,,9981,13,Grand Forks,ND,0.0048,0.1236,1,2
3123,University of Akron Main Campus,0.1463,0.5967,460,440,26284,13946,,9052,12,Akron,OH,0.0067,0.1169,1,1
3123,University of Akron Wayne College,0.2618,0.8992,440,390,15993,6032,,457,41,Orrville,OH,,0.0526,,1
34573,Allegheny Wesleyan College,,,,,14612,,5355,46,41,Salem,OH,,,,
3012,Ashland University,0.5705,0.764,505,530,43434,,21988,2199,31,Ashland,OH,0.0019,0.1651,1,1
6487,Aultman College of Nursing and Health Sciences,,0.4588,,,28979,,24204,280,13,Canton,OH,,,,
3014,Baldwin Wallace University,,0.757,550,510,55606,,27603,2842,21,Berea,OH,0.0048,0.1726,1,1
3018,Bowling Green State University-Main Campus,0.2866,0.8096,500,500,33007,24022,,12812,31,Bowling Green,OH,0.0081,0.1424,1,1
3026,Central State University,,0.9861,,,21929,13096,,2620,41,Wilberforce,OH,0.0009,0.3048,1,2
6489,The Christ College of Nursing and Health Sciences,0.3223,0.5894,,,28094,,18378,713,11,Cincinti,OH,,,,
10906,Cincinti College of Mortuary Science,0.3919,,,,,,,107,21,Cincinti,OH,,,,
3030,Ohio Christian University,0.6754,0.3797,,,35017,,20607,862,41,Circleville,OH,,0.2323,,2
3031,Cleveland Institute of Music,,0.4731,,,61212,,28226,159,11,Cleveland,OH,,,,
3039,Columbus College of Art & Design,,0.6766,,,54443,,29439,882,11,Columbus,OH,,,,
3041,Defiance College,,0.4755,,,53667,,26337,499,32,Defiance,OH,0.0089,0.1518,1,1
3042,Denison University,,0.1739,660,660,81900,,40007,2380,23,Granville,OH,0.0238,0.0832,1,1
3046,Franklin University,0.6756,,,,30696,,25243,5562,11,Columbus,OH,,0.5687,,2
3048,Heidelberg University,0.806,0.8579,,,47025,,20556,915,32,Tiffin,OH,,0.1792,1,1
7035,Kettering College,,0.7654,,,32839,,21650,549,13,Kettering,OH,,,,
3072,Malone University,0.4,0.7586,470,460,49754,,20948,798,13,Canton,OH,0.0058,0.193,1,2
3073,Marietta College,0.961,0.7931,510,530,53709,,21083,952,31,Marietta,OH,,0.1845,1,1
30970,Mercy College of Ohio,,0.9322,410,380,30260,,17989,939,11,Toledo,OH,,,,
3077,Miami University-Hamilton,0.9538,,,,15352,11286,,2043,21,Hamilton,OH,,0.2342,,2
3077,Miami University-Middletown,,,,,14890,10809,,837,23,Middletown,OH,,0.2994,,2
3077,Miami University-Oxford,,0.754,610,610,38757,28384,,16656,31,Oxford,OH,0.023,0.2747,1,1
30719,Mount Carmel College of Nursing,0.7212,0.8429,,,21446,,10420,532,11,Columbus,OH,,,,
3083,University of Mount Union,,0.782,460,450,49276,,23280,1995,31,Alliance,OH,0.0107,0.1903,1,1
7085,Mount Vernon zarene University,,0.8415,528,518,49858,,22421,1358,32,Mount Vernon,OH,0.0108,0.2231,1,2
3033,Mount St. Joseph University,0.5386,0.5912,470,460,46719,,16530,1129,21,Cincinti,OH,,0.2069,1,1
3090,Ohio State University-Lima Campus,0.2147,,,,19487,12940,,621,41,Lima,OH,,0.0571,,1
3100,Ohio University-Eastern Campus,0.2,,,,10777,3925,,298,41,Saint Clairsville,OH,,0.0833,1,1
3100,Ohio University-Chillicothe Campus,0.5251,,,,11356,5755,,833,32,Chillicothe,OH,,0.1371,1,1
3100,Ohio University-Zanesville Campus,0.6471,,,,11041,5746,,560,32,Zanesville,OH,,0.0463,1,1
3109,Ohio Wesleyan University,,0.556,,,68424,,20897,1516,21,Delaware,OH,0.0033,0.1551,1,1
3113,Pontifical College Josephinum,,0.9583,,,,,,60,11,Columbus,OH,,,,
3115,Rabbinical College Telshe,,0.8333,,,25000,,10398,50,21,Wickliffe,OH,,,,
9942,Shawnee State University,0.6522,,,,21974,14381,,2247,32,Portsmouth,OH,0.0132,0.1321,1,1
3036,Franciscan University of Steubenville,,0.5836,590,520,44580,,23589,2901,13,Steubenville,OH,0.0195,0.1737,1,2
3121,Tiffin University,,0.8005,470,440,48004,,26500,2051,32,Tiffin,OH,,0.3089,1,2
3135,Walsh University,0.7313,0.7074,510,530,47575,,20493,1390,21,North Canton,OH,,0.2062,,2
3142,Wilmington College,,0.924,450,400,43431,,24153,1006,32,Wilmington,OH,0.0046,0.1797,1,2
3143,Wittenberg University,,0.7235,500,480,57799,,18649,1215,13,Springfield,OH,0.0256,0.2015,1,1
3145,Youngstown State University,0.6371,0.8445,510,500,21708,12767,,7961,13,Youngstown,OH,0.0115,0.1847,1,1
3149,Southern zarene University,0.7832,,,,46465,,22084,1455,21,Bethany,OK,,0.4031,1,1
3150,Cameron University,0.3,,,,19862,10912,,2492,13,Lawton,OK,0.0015,0.2143,1,2
3152,University of Central Oklahoma,0.4904,0.7812,,,26392,18309,,10170,21,Edmond,OK,0.004,0.1681,1,2
3154,East Central University,,0.5815,460,440,18459,8683,,2467,33,Ada,OK,0.0089,0.1574,1,1
10266,Randall University,,0.5786,,,26126,,16383,267,21,Moore,OK,,0.1695,,1
3157,Langston University,0.7273,,,,21394,11504,,1742,42,Langston,OK,,0.0649,1,2
3161,Northeastern State University,0.6993,0.9959,438,428,21551,12710,,4772,33,Tahlequah,OK,0.0043,0.1735,1,2
3163,Northwestern Oklahoma State University,0.6546,0.6545,420,383,18672,10104,,1498,33,Alva,OK,0.006,0.2402,1,1
3184,University of Oklahoma-Health Sciences Center,0.5683,,,,,,,1214,11,Oklahoma City,OK,,,,
3174,Oklahoma Panhandle State University,,,,,15055,7413,,917,42,Goodwell,OK,0.0031,0.1398,1,2
3170,Oklahoma State University-Main Campus,,0.7504,530,510,28290,17447,,21773,32,Stillwater,OK,0.0081,0.282,1,2
3164,Oklahoma Baptist University,,0.4941,540,530,48695,,20958,1308,32,Shawnee,OK,0.0103,0.0993,1,1
3184,University of Oklahoma-Norman Campus,,0.766,580,560,28872,15300,,22734,22,Norman,OK,0.0076,0.2533,1,1
3985,Oral Roberts University,,0.989,580,540,50004,,25365,3487,11,Tulsa,OK,0.006,0.2006,1,2
3168,Rogers State University,,,,,21064,15314,,2657,31,Claremore,OK,,0.2443,,2
3167,University of Science and Arts of Oklahoma,0.7451,0.6582,580,510,20662,6624,,941,32,Chickasha,OK,0.0143,0.1857,1,1
3179,Southeastern Oklahoma State University,,0.7643,490,490,18594,8039,,3018,32,Durant,OK,0.0062,0.2142,1,2
3181,Southwestern Oklahoma State University,0.5877,,,,23334,14459,,3514,33,Weatherford,OK,0.001,0.1194,1,2
3185,University of Tulsa,,0.6151,610,613,64459,,15000,2813,11,Tulsa,OK,0.0188,0.1524,1,1
21597,New Hope Christian College-Eugene,0.2273,0.8,,,30849,,21600,56,12,Eugene,OR,,,,
3197,Lewis & Clark College,0.6667,0.7849,,,79987,,36013,2120,11,Portland,OR,0.0206,,1,
3203,Mount Angel Semiry,,1,,,,,,38,41,Saint Benedict,OR,,,,
25340,tiol University of tural Medicine,,,,,,,,41,11,Portland,OR,,,,
4882,Oregon Health & Science University,0.6673,,,,,,,836,11,Portland,OR,,,,
3223,University of Oregon,0.5464,0.883,580,550,34793,22182,,20497,12,Eugene,OR,0.0063,0.1684,1,1
3207,Pacific Northwest College of Art,,0.7485,,,70376,,35785,420,11,Portland,OR,,,,
3212,Pacific University,0.7906,0.8956,480,420,72374,,35273,1516,21,Forest Grove,OR,0.0133,0.1088,1,1
3224,University of Portland,0.8257,0.8917,580,580,73224,,28210,2957,11,Portland,OR,0.0079,0.1497,1,1
3219,Southern Oregon University,,0.8862,,,27636,16732,,2751,22,Ashland,OR,0.0095,0.1025,1,1
3225,Warner Pacific University,0.6609,0.7114,,,38948,,25629,375,11,Portland,OR,,0.1382,,1
12309,University of Western States,0.5506,,,,,,,,11,Portland,OR,,,,
3229,Albright College,0.4543,0.7633,,,43711,,20024,1217,13,Reading,PA,0.0073,0.2674,1,1
3230,Allegheny College,0.2808,0.5457,610,563,71348,,22940,1156,32,Meadville,PA,0.0374,0.0782,1,1
3244,Chatham University,0.716,0.6196,550,520,61261,,29954,1232,11,Pittsburgh,PA,0.0202,0.0931,1,1
3317,Cheyney University of Pennsylvania,0.6881,,,,26782,14265,,617,41,Cheyney,PA,0.0104,0.125,1,2
3251,Curtis Institute of Music,0.6277,0.0458,,,,,,109,11,Philadelphia,PA,,,,
3253,Dickinson College,0.4457,0.4209,670,640,82902,,37607,2273,13,Carlisle,PA,0.0152,0.1065,1,1
3256,Drexel University,,0.7944,620,620,76835,,38509,13233,11,Philadelphia,PA,0.0053,0.1573,1,1
3258,Duquesne University,0.4123,0.8356,600,580,67776,,37730,5350,11,Pittsburgh,PA,0.052,0.1345,2,2
3259,Eastern University,0.6439,0.9077,,,55001,,26662,2404,21,Saint Davids,PA,0.0082,0.1335,1,1
3262,Elizabethtown College,,0.7787,560,545,50865,,26598,1868,21,Elizabethtown,PA,0.0099,0.2525,1,2
3265,Franklin and Marshall College,0.8039,0.2819,660,650,85776,,36425,1799,13,Lancaster,PA,0.0447,0.1498,1,1
3266,Gannon University,,0.7416,,,52869,,22553,2365,13,Erie,PA,0.0121,0.1569,1,1
3268,Gettysburg College,0.5813,0.389,640,630,81960,,31490,2099,31,Gettysburg,PA,0.0108,0.1426,1,1
4058,Gratz College,0.8706,,,,,,,143,21,Melrose Park,PA,,,,
3269,Grove City College,0.5624,0.7232,583,558,,,,2216,32,Grove City,PA,0.0041,0.2284,1,1
3279,Juniata College,,0.7891,570,560,71850,,23988,1191,32,Huntingdon,PA,0.0108,0.1763,1,1
3282,King's College,,0.9311,540,530,57973,,23093,1484,13,Wilkes-Barre,PA,,0.2651,1,1
3287,La Salle University,0.2286,0.9659,,,48337,,19409,1953,11,Philadelphia,PA,0.0035,0.2128,1,1
3285,Lancaster Bible College,0.1132,0.5589,530,540,44066,,25480,1569,21,Lancaster,PA,,0.1747,,2
3288,Lebanon Valley College,,0.8377,580,560,66497,,26979,1684,23,Annville,PA,0.0078,0.1714,1,1
3289,Lehigh University,,0.2593,680,690,80856,,36931,5898,13,Bethlehem,PA,0.0144,0.2727,1,1
3290,Lincoln University,0.4668,0.6572,420,400,28505,14977,,1539,21,Lincoln University,PA,0.0032,0.1514,1,1
3297,Mercyhurst University,0.7143,0.8102,,,59557,,19444,2191,13,Erie,PA,0.0017,0.1655,1,1
3247,Misericordia University,0.6096,0.7093,,,53648,,37485,1672,21,Dallas,PA,0.0178,0.1094,1,1
3300,Moore College of Art and Design,,0.5646,620,560,71327,,43086,535,11,Philadelphia,PA,,,,
3302,Mount Aloysius College,0.4729,0.8205,473,445,40435,,22344,1094,31,Cresson,PA,,0.0757,,1
3304,Muhlenberg College,,0.7199,640,610,77270,,28905,1727,12,Allentown,PA,0.0118,0.2078,1,1
3309,Peirce College,0.9107,,,,18660,,12148,799,11,Philadelphia,PA,,0.3057,,2
21073,Pennsylvania Academy of the Fine Arts,0.6262,,,,66106,,42454,23,11,Philadelphia,PA,,,,
22699,Pennsylvania College of Art and Design,0.8404,0.9924,,,43815,,30083,400,13,Lancaster,PA,,,,
3367,Saint Joseph's University - Philadelphia,0.737,0.8883,590,580,67954,,29689,4948,11,Philadelphia,PA,0.0019,0.4098,1,1
3384,University of Scranton,0.3429,0.8123,590,570,69552,,32568,3554,13,Scranton,PA,0.0116,0.2468,1,1
3362,Seton Hill University,,0.7953,510,510,56183,,22204,1492,21,Greensburg,PA,0.012,0.1855,1,2
3364,Saint Charles Borromeo Semiry-Overbrook,0.4778,1,,,,,,38,21,Ambler,PA,,,,
3369,Susquehan University,,0.8143,560,540,75410,,28819,2163,32,Selinsgrove,PA,0.0171,0.2952,1,1
12523,Talmudical Yeshiva of Philadelphia,,0.9024,,,22680,,11008,112,11,Philadelphia,PA,,,,
3371,Temple University,0.7007,0.8041,,,40903,28198,,20970,11,Philadelphia,PA,0.0082,0.2065,1,2
3376,Thiel College,0.0524,0.7155,,,53202,,22347,788,32,Greenville,PA,0.0202,0.1869,1,1
12393,Thomas Jefferson University,,0.8097,580,580,64197,,28928,3755,11,Philadelphia,PA,,0.0814,,1
3385,Ursinus College,,0.9177,610,590,76815,,30536,1491,21,Collegeville,PA,0.0234,0.0789,1,1
3306,University of Valley Forge,0.5718,0.612,,,45422,,32265,471,21,Phoenixville,PA,,0.0732,,1
