OPEID6,INSTNM,C150_4,ADM_RATE,SATVR25,SATMT25,COSTT4_A,NPT4_PUB,NPT4_PRIV,UGDS,LOCALE,CITY,STABBR,PCIP27,PCIP52,CIP27BACHL,CIP52BACHL
1052,University of Alabama at Birmingham,0.2403,0.8818,600,610,28145,18749,,11635,12,Birmingham,AL,0.0055,0.1997,1,1
25034,Amridge University,0.6423,,,,,,,241,12,Montgomery,AL,,0.4333,,2
1055,University of Alabama in Huntsville,1,0.6857,600,610,27392,18796,,6591,12,Huntsville,AL,0.0156,0.1774,1,1
1005,Alabama State University,0.6429,0.9755,399,350,23586,20435,,3477,12,Montgomery,AL,0.0064,0.1191,1,1
1008,Athens State University,0.7337,,,,,,,2446,31,Athens,AL,0.0203,0.3198,1,2
8310,Auburn University at Montgomery,,0.9157,538,498,21353,13224,,2542,12,Montgomery,AL,0.0124,0.1855,1,1
13039,South University-Montgomery,0.326,,,,34793,,27807,299,12,Montgomery,AL,,0.0429,,2
1019,Huntingdon College,,0.6949,533,473,40908,,22566,879,12,Montgomery,AL,0.0301,0.1928,1,1
1020,Jacksonville State University,0.125,0.7769,500,500,24257,14279,,7036,23,Jacksonville,AL,0.0007,0.146,1,2
1028,Miles College,,,,,21154,,14271,1155,21,Fairfield,AL,0.0132,0.3487,1,2
1029,University of Mobile,,0.7789,,,41115,,22382,1307,41,Mobile,AL,0.0045,0.1577,1,2
1016,University of North Alabama,0.347,0.8731,,,23786,12170,,5811,13,Florence,AL,0.0038,0.2311,1,2
1033,Oakwood University,,0.4522,,,40176,,25669,1153,12,Huntsville,AL,0.0209,0.1414,1,1
40673,Selma University,0.541,,,,,,,32,32,Selma,AL,,,,1
1041,Spring Hill College,,0.7657,,,39936,,20449,782,12,Mobile,AL,,0.3235,1,2
1044,Stillman College,0.4462,0.6225,,,26107,,15258,706,12,Tuscaloosa,AL,0.0083,0.2231,1,1
1046,Talladega College,,0.8542,,,25185,,15560,701,32,Talladega,AL,,0.331,1,2
1047,Troy University,0.7704,0.9604,490,450,23165,16527,,9805,33,Troy,AL,0.0019,0.1945,1,2
1050,Tuskegee University,0.06,0.4868,,,43454,,35013,2630,32,Tuskegee,AL,0.003,0.0776,1,1
21706,United States Sports University,,0.6137,,,32606,,24076,228,13,Daphne,AL,,,,
11462,University of Alaska Anchorage,0.5267,,,,24096,15301,,7212,11,Anchorage,AK,0.0034,0.1177,1,2
8843,Alaska Bible College,0.521,,,,28903,,17508,24,23,Palmer,AK,,,,
1081,Arizo State University Campus Immersion,0.4722,0.8989,,,30111,14967,,64674,12,Tempe,AZ,0.0102,0.2456,1,1
1083,University of Arizo,0.5606,0.8614,580,570,29423,16674,,42537,11,Tucson,AZ,0.0112,0.1507,1,1
1479,Embry-Riddle Aeroutical University-Prescott,,0.7658,580,560,62798,,40287,3218,13,Prescott,AZ,,0.0476,,1
1074,Grand Canyon University,,0.7891,518,488,32702,,22472,73371,11,Phoenix,AZ,,0.2124,,2
1082,Northern Arizo University,,0.8961,,,29933,14158,,22903,13,Flagstaff,AZ,0.0054,0.1769,1,2
7113,Arizo Christian University,0.6132,0.7062,,,54792,,32839,1165,21,Glendale,AZ,,0.3699,,1
1109,University of Arkansas for Medical Sciences,,,,,,,,1571,12,Little Rock,AR,,,,
1087,Arkansas Baptist College,0.7229,,,,23060,,10627,342,12,Little Rock,AR,,0.5313,,1
1108,University of Arkansas,0.0851,0.743,520,510,27767,18209,,28677,12,Fayetteville,AR,0.0042,0.2951,1,2
1095,Crowley's Ridge College,,,,,27340,,16315,165,41,Paragould,AR,,0.2222,,1
1097,Harding University,,0.7052,530,520,39534,,22130,3382,32,Searcy,AR,0.004,0.1593,1,1
1098,Henderson State University,0.7052,,,,27385,23405,,1456,32,Arkadelphia,AR,0.0066,0.1498,1,1
1099,Hendrix College,0.4043,0.5565,560,563,55013,,24149,1100,13,Conway,AR,0.0087,0.039,1,1
1102,Ouachita Baptist University,,0.6752,540,530,47321,,22409,1602,32,Arkadelphia,AR,0.0063,0.1813,1,2
1103,Philander Smith University,,,,,28136,,14224,751,12,Little Rock,AR,0.0187,0.3271,1,1
1106,Williams Baptist University,,0.8342,,,33597,,15745,478,42,Walnut Ridge,AR,,0.1742,,1
1107,Southern Arkansas University Main Campus,,0.7533,450,425,24951,14027,,2708,33,Magnolia,AR,0.0032,0.1496,1,2
7531,Academy of Art University,0.614,,,,48036,,40613,3587,11,San Francisco,CA,,0.0389,,2
1116,Art Center College of Design,,0.7454,,,75649,,48661,2017,12,Pasade,CA,,,,
1117,Azusa Pacific University,,0.8843,515,468,56313,,22212,2759,21,Azusa,CA,0.0058,0.0826,1,1
32663,Bethesda University,0.4882,,,,13575,,11097,205,11,Aheim,CA,,0.7105,,2
12154,California Institute of Integral Studies,0.3432,,,,,,,38,11,San Francisco,CA,,,,
1127,California College of the Arts,,0.911,,,79776,,53909,990,11,San Francisco,CA,,,,
1143,California Polytechnic State University-San Luis Obispo,,0.3132,,,32265,16665,,21996,23,San Luis Obispo,CA,0.0225,0.1751,1,1
7993,California State University-Bakersfield,,0.9385,,,19522,5652,,8577,11,Bakersfield,CA,0.0088,0.1276,1,1
1157,California State University-Stanislaus,,0.9814,,,19739,6067,,8385,23,Turlock,CA,0.015,0.1682,1,1
1142,California State University-San Berrdino,,0.9374,,,17427,4564,,15023,12,San Berrdino,CA,0.0199,0.1677,1,1
1144,California State Polytechnic University-Pomo,,0.7517,,,23955,11531,,25042,21,Pomo,CA,0.0142,0.2584,1,1
1146,California State University-Chico,0.3438,0.9272,,,26283,14480,,13631,12,Chico,CA,0.0074,0.1414,1,1
1141,California State University-Dominguez Hills,0.7917,0.933,,,23191,8615,,12538,13,Carson,CA,0.0108,0.1839,1,2
1147,California State University-Fresno,,0.9526,,,20095,7000,,21605,11,Fresno,CA,0.0074,0.1372,1,1
1137,California State University-Fullerton,0.6179,0.9052,,,18269,6555,,38546,21,Fullerton,CA,0.0067,0.2393,1,1
1138,California State University-East Bay,0.207,0.9739,,,22850,9320,,9809,21,Hayward,CA,0.0115,0.2451,1,1
1139,California State University-Long Beach,,0.4627,,,22679,10440,,35924,11,Long Beach,CA,0.01,0.1591,1,1
1140,California State University-Los Angeles,,0.9125,,,18403,3967,,19562,11,Los Angeles,CA,0.0032,0.1642,1,1
1153,California State University-Northridge,0.1111,0.9345,,,20485,7021,,32691,11,Northridge,CA,0.0057,0.1917,1,1
1150,California State University-Sacramento,0.676,0.9399,,,22945,9338,,28350,11,Sacramento,CA,0.0071,0.1318,1,1
22676,Sofia University,0.4056,,,,,,,5,13,Palo Alto,CA,,,,
42748,Haven University,,,,,,,,28,21,Garden Grove,CA,,0.6667,,1
1132,California Institute of the Arts,0.6188,0.3234,,,77560,,46080,860,21,Valencia,CA,,,,
1134,California State University Maritime Academy,0.6122,0.9501,,,29853,20555,,804,12,Vallejo,CA,,0.1205,,1
10365,Charles R Drew University of Medicine and Science,0.5298,0.3874,,,39834,,35558,282,21,Los Angeles,CA,,,,
1177,University of Silicon Valley,,0.5118,,,35722,,27815,455,11,San Jose,CA,,0.1319,,1
21102,California College of ASU,,,,,31890,,17683,71,11,Los Angeles,CA,,,,
22980,Design Institute of San Diego,,1,,,55911,,44010,77,11,San Diego,CA,,,,
42848,DHARMA REALM BUDDHIST UNIVERSITY,,0.4138,,,,,,25,33,Ukiah,CA,,,,
1205,Golden Gate University,,,,,,,,259,11,San Francisco,CA,,0.8205,,1
1149,California State Polytechnic University-Humboldt,,0.982,,,25170,13171,,5612,33,Arcata,CA,0.0053,0.059,1,1
1212,Humphreys University-Stockton and Modesto Campuses,0.3728,,,,20918,,5524,149,11,Stockton,CA,,0.4792,,2
23305,Lagu College of Art and Design,,0.9432,,,57989,,42505,746,41,Lagu Beach,CA,,,,
6975,Lincoln University,,,,,,,,204,11,Oakland,CA,,0.3636,,1
33323,Southern California Semiry,,,,,,,,32,21,El Cajon,CA,,,,
1218,Loma Linda University,,,,,,,,909,21,Loma Linda,CA,,,,
3691,Middlebury Institute of Intertiol Studies at Monterey,,,,,,,,4,22,Monterey,CA,,,,
11460,tiol University,,,,,33978,,22878,10794,11,San Diego,CA,,0.2109,2,2
30439,Newschool of Architecture and Design,,1,,,62004,,52570,182,11,San Diego,CA,,0.1833,,1
,San Francisco Bay University,0.5,0.9578,,,,,,126,12,Fremont,CA,,,,2
1251,Otis College of Art and Design,,0.8176,665,600,75861,,51248,1223,11,Los Angeles,CA,,,,
21383,Palo Alto University,,,,,,,,14,41,Palo Alto,CA,,,,
1255,Pacific Oaks College,,0.3438,,,,,,312,12,Pasade,CA,,0.0103,,2
1172,Pitzer College,0.2003,0.2516,,,86466,,34191,1227,21,Claremont,CA,0.0377,0.0491,1,1
1322,University of Redlands,,0.8271,560,547,76630,,30031,2049,13,Redlands,CA,0.0184,0.3445,1,1
7012,Samuel Merritt University,,,,,,,,718,11,Oakland,CA,,,,
1151,San Diego State University,,0.3619,,,27780,15364,,35377,11,San Diego,CA,0.0079,0.2708,1,1
1278,San Francisco Conservatory of Music,,0.5491,,,78781,,42607,226,11,San Francisco,CA,,,,
1154,San Francisco State University,0.4354,0.9644,,,26488,12278,,18639,11,San Francisco,CA,0.0101,0.1901,1,1
1155,San Jose State University,,0.8461,,,26593,13760,,27601,11,San Jose,CA,0.0122,0.2565,1,1
1326,Santa Clara University,0.619,0.48,670,680,82026,,50062,6552,12,Santa Clara,CA,0.0045,0.2702,1,1
23593,Shasta Bible College and Graduate School,,1,,,34535,,30437,21,13,Redding,CA,,,,
1156,Sonoma State University,,0.9343,,,24648,12885,,5166,21,Rohnert Park,CA,0.0143,0.1996,1,1
1293,Vanguard University of Southern California,0.5828,0.6244,,,52665,,21241,1933,12,Costa Mesa,CA,0.0119,0.1746,1,1
34033,Epic Bible College & Graduate School,0.932,,,,,,,66,21,Sacramento,CA,,,,
25042,Walden University,,,,,35358,,33817,9136,11,Minneapolis,MN,,0.1353,,2
1343,Woodbury University,,0.8165,,,58010,,33692,779,11,Burbank,CA,,0.1257,,1
22624,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Semiry,0.7643,0.5821,,,31300,,14959,163,11,Los Angeles,CA,,,,
1345,Adams State University,0.7368,,,,24352,12980,,1250,33,Alamosa,CO,,0.1985,1,1
4508,University of Colorado Denver/Anschutz Medical Campus,,0.7468,490,490,24902,11900,,10519,11,Denver,CO,0.0063,0.174,1,1
4509,University of Colorado Colorado Springs,0.3647,0.9735,510,500,24595,15788,,8697,11,Colorado Springs,CO,0.0102,0.1731,1,1
1370,University of Colorado Boulder,0.5598,0.7808,630,610,37684,25346,,31939,12,Boulder,CO,0.0132,0.1725,1,1
9401,Colorado Christian University,,,,,54242,,29500,5549,21,Lakewood,CO,,0.188,,2
1347,Colorado College,0.6922,0.1847,640,590,86921,,33375,2014,11,Colorado Springs,CO,0.0254,,1,
1350,Colorado State University-Fort Collins,,0.8854,,,31642,21279,,25538,12,Fort Collins,CO,0.011,0.1491,1,1
10148,Colorado Technical University-Colorado Springs,,,,,23744,,16745,28086,11,Colorado Springs,CO,,0.654,,2
1353,Fort Lewis College,,0.773,505,505,27030,17296,,3079,32,Durango,CO,0.0104,0.1548,1,1
1358,Colorado Mesa University,,0.8203,480,450,24046,15103,,8143,13,Grand Junction,CO,0.0037,0.1478,1,1
1360,Metropolitan State University of Denver,0.703,0.988,450,430,24622,15327,,15002,11,Denver,CO,0.0089,0.168,1,1
21175,ropa University,0.5759,1,,,53397,,29179,339,12,Boulder,CO,,,,
13007,zarene Bible College,,,,,,,,284,11,Colorado Springs,CO,,,,
1349,University of Northern Colorado,0.5677,0.8585,490,460,29254,17760,,5598,12,Greeley,CO,0.0116,0.1019,1,1
7649,Rocky Mountain College of Art and Design,0.7143,,,,37505,,32363,2050,21,Lakewood,CO,,,,
1365,Colorado State University Pueblo,,0.949,,,23937,10051,,3042,12,Pueblo,CO,0.0043,0.1707,1,2
1369,United States Air Force Academy,,0.1409,620,610,,,,4114,41,USAF Academy,CO,0.0123,0.1417,1,1
1372,Western Colorado University,,0.9971,608,555,25736,16425,,1586,33,Gunnison,CO,0.0184,0.1564,1,1
1374,Albertus Magnus College,,0.5931,,,59407,,34028,991,12,New Haven,CT,0.0094,0.3474,1,1
32343,Charter Oak State College,,,,,23210,15815,,1821,21,New Britain,CT,,0.1731,,2
1379,Connecticut College,,0.3704,690,660,84623,,36175,1937,13,New London,CT,0.0131,,1,
1425,Eastern Connecticut State University,0.2789,0.8298,540,530,31983,21067,,3418,31,Willimantic,CT,0.0284,0.1985,1,1
1385,Fairfield University,,0.3329,630,630,76074,,48095,5373,21,Fairfield,CT,0.0057,0.4564,1,1
1422,University of Hartford,0.6,0.9575,570,550,64729,,30282,4146,12,West Hartford,CT,0.0011,0.1233,1,1
1389,Holy Apostles College and Semiry,,,,,17990,,10117,216,21,Cromwell,CT,,,,
1393,Mitchell College,,0.9466,,,55621,,30260,377,13,New London,CT,,0.0833,,1
1403,Sacred Heart University,0.3957,0.6536,,,69289,,46174,7087,21,Fairfield,CT,0.0079,0.2749,1,1
1409,University of Saint Joseph,0.291,0.7859,440,410,59900,,27989,838,13,West Hartford,CT,0.0186,0.0837,1,1
1414,Trinity College,,0.2925,658,640,87840,,34832,2146,12,Hartford,CT,0.0244,,1,
1424,Wesleyan University,0.4615,0.1649,705,710,89020,,30177,3067,13,Middletown,CT,0.0131,,1,
1380,Western Connecticut State University,0.4693,0.8701,510,530,24877,17604,,3511,13,Danbury,CT,0.0064,0.2465,1,1
1429,Goldey-Beacom College,0.8766,0.8451,,,26502,,15554,691,21,Wilmington,DE,,0.6528,,1
7948,Wilmington University,0.2737,,,,19644,,15644,7906,21,New Castle,DE,,0.2483,,2
1437,The Catholic University of America,0.3354,0.8278,,,75481,,29561,3154,11,Washington,DC,0.0031,0.2433,1,1
1443,Gallaudet University,0.6651,0.5806,380,400,40374,,15845,812,11,Washington,DC,0.0306,0.0918,1,1
1445,Georgetown University,0.1878,0.1291,700,690,88741,,40815,7569,11,Washington,DC,0.015,0.176,1,1
1459,Strayer University-District of Columbia,,,,,,,,156,11,Washington,DC,,0.6719,,2
1460,Trinity Washington University,0.1997,0.9952,,,33903,,9302,1414,11,Washington,DC,0.0033,0.1303,1,1
21596,Baptist University of Florida,0.756,0.3599,,,23159,,10372,360,42,Graceville,FL,,0.0185,,2
1466,Barry University,,0.7724,,,50778,,22613,2212,21,Miami,FL,0.0019,0.1888,1,1
1467,Bethune-Cookman University,0.3564,0.8824,430,400,29764,,12030,2732,13,Dayto Beach,FL,0.0034,0.1586,1,1
10724,Albizu University-Miami,,0.7571,,,28344,,19849,287,13,Miami,FL,,,,
13039,South University-West Palm Beach,,,,,29798,,20271,251,21,Royal Palm Beach,FL,,0.0278,,2
1487,Eckerd College,0.5124,0.758,600,560,68944,,38071,1888,11,Saint Petersburg,FL,,0.1096,1,1
1479,Embry-Riddle Aeroutical University-Dayto Beach,0.2058,0.6481,580,580,64632,,41272,7860,13,Dayto Beach,FL,0.014,0.0502,1,1
31155,AdventHealth University,0.8333,,,,38408,,30135,1361,11,Orlando,FL,,,,
1469,Florida Institute of Technology,0.3973,0.577,560,560,62440,,35639,3404,13,Melbourne,FL,0.0075,0.0924,1,1
1486,Florida Memorial University,,0.8526,,,35809,,23238,1183,21,Miami Gardens,FL,,0.2477,,1
23621,Full Sail University,0.8751,,,,47530,,38875,25777,21,Winter Park,FL,,0.0202,,2
21889,Hobe Sound Bible College,0.4119,,,,18838,,12074,112,21,Hobe Sound,FL,,,,
1495,Jacksonville University,,0.5694,580,520,63969,,25180,2930,11,Jacksonville,FL,0.0087,0.1101,1,1
31009,Luther Rice College & Semiry,0.5438,0.9167,,,31680,,27883,165,21,Lithonia,GA,,,,
1509,Nova Southeastern University,0.6376,0.7321,530,500,56692,,30371,7240,21,Fort Lauderdale,FL,0.0025,0.0892,1,1
12574,Ringling College of Art and Design,0.8055,0.6965,,,80276,,57742,1662,13,Sarasota,FL,,,,
1515,Rollins College,,0.4754,600,560,76108,,34732,2631,21,Winter Park,FL,0.0108,0.3447,1,1
1526,Saint Leo University,0.7549,0.784,,,45264,,21293,6721,31,Saint Leo,FL,0.0007,0.2709,1,2
8075,St. John Vianney College Semiry,0.6996,0.9286,,,,,,77,21,Miami,FL,,,,
1531,Stetson University,0.4929,0.716,540,520,72533,,19372,2297,13,DeLand,FL,0.0082,0.2796,1,1
25089,Talmudic College of Florida,0.3787,,,,33000,,17000,27,13,Miami Beach,FL,,,,
8848,Warner University,0.5208,0.4281,410,380,41044,,19748,756,41,Lake Wales,FL,,0.2994,,2
1540,Webber Intertiol University,0.4,0.694,,,50989,,29529,813,41,Babson Park,FL,,0.3566,,1
1541,Abraham Baldwin Agricultural College,0.4323,0.7572,440,420,13956,6842,,3208,32,Tifton,GA,,0.0684,,1
1542,Agnes Scott College,0.1818,0.6215,620,540,63283,,24754,836,21,Decatur,GA,0.0191,0.0957,1,1
1544,Albany State University,0.6655,,,,19333,11898,,5956,13,Albany,GA,0.0065,0.088,1,2
1559,Clark Atlanta University,,0.6422,,,43676,,37702,3603,11,Atlanta,GA,0.0046,0.2437,1,1
30763,Beulah Heights University,0.3889,,,,,,,138,11,Atlanta,GA,,0.5882,,2
1557,Brewton-Parker College,0.6354,0.9649,,,38918,,26054,774,42,Mount Vernon,GA,,0.2121,,2
1558,College of Coastal Georgia,0.7443,0.9813,465,410,21924,15261,,2979,13,Brunswick,GA,0.0042,0.2156,2,2
8976,Clayton  State University,0.311,0.6845,450,410,17415,8365,,4348,21,Morrow,GA,0.0073,0.1898,1,1
3956,Dalton State College,0.9112,,,,12719,5012,,4553,13,Dalton,GA,0.0071,0.2147,1,1
13039,South University-Savanh,0.4433,,,,36577,,28743,270,12,Savanh,GA,,0.1905,,2
1563,Emmanuel University,,0.74,,,37604,,20925,775,42,Franklin Springs,GA,0.0203,0.2568,1,1
1566,Fort Valley State University,0.3418,0.6587,480,450,19879,10338,,2684,31,Fort Valley,GA,0.008,0.1444,1,1
1573,Georgia Southwestern State University,,0.7517,460,430,20484,12019,,2424,32,Americus,GA,,0.3437,1,2
20748,Life University,,0.9303,480,440,41295,,29791,893,13,Marietta,GA,,0.2172,,2
9621,Herzing University-Atlanta,,0.9375,,,27007,,21679,387,11,Atlanta,GA,,0.0798,,1
1583,Morris Brown College,,,,,31968,,24901,432,11,Atlanta,GA,,0.5536,,1
1588,Piedmont University,,0.9328,528,510,46801,,20599,1117,32,Demorest,GA,,0.1478,1,1
1590,Savanh State University,,,,,17191,8172,,2833,12,Savanh,GA,0.0023,0.2311,1,1
1555,Thomas University,0.4594,0.383,500,490,23079,,18499,998,32,Thomasville,GA,,0.1263,,2
1596,Toccoa Falls College,0.8368,0.6596,520,490,37561,,21642,875,32,Toccoa Falls,GA,,0.1402,,2
1601,University of West Georgia,,0.5161,490,460,21981,12786,,7520,32,Carrollton,GA,0.0025,0.2228,1,2
1605,Chamide University of Honolulu,0.5922,0.9143,490,480,45798,,28856,1672,11,Honolulu,HI,,0.1015,,1
1611,University of Hawaii at Hilo,0.6921,0.6063,490,455,21173,11856,,2160,33,Hilo,HI,0.0111,0.1384,1,1
7279,Hawaii Pacific University,0.3888,0.8587,510,488,50674,,29657,2392,11,Honolulu,HI,0.0051,0.1486,1,2
21078,University of Hawaii-West Oahu,,0.9534,473,458,18410,10327,,2519,21,Kapolei,HI,,0.3443,,1
1620,Idaho State University,,,,,21527,12193,,7583,13,Pocatello,ID,0.0037,0.0909,1,1
1617,The College of Idaho,0.7207,0.491,540,530,50542,,19481,1041,22,Caldwell,ID,0.0046,0.2694,1,1
1621,Lewis-Clark State College,,0.8769,,,21925,15635,,2385,13,Lewiston,ID,0.0022,0.1186,1,2
1633,Augusta College,,0.6268,520,510,63553,,22736,2490,13,Rock Island,IL,0.0065,0.2284,1,1
1639,Blackburn College,0.4888,0.6319,,,37916,,18460,471,32,Carlinville,IL,,0.0909,1,1
6214,Blessing Rieman College of Nursing and Health Sciences,0.4764,,,,,,,176,33,Quincy,IL,,,,
1641,Bradley University,0.7676,0.7676,,,54730,,22719,3574,12,Peoria,IL,0.0066,0.1432,1,1
21553,The Chicago School at Chicago,,0.3448,,,,,,21,11,Chicago,IL,,,,
1694,Chicago State University,,0.4326,,,29764,12335,,1384,11,Chicago,IL,0.0147,0.1324,1,1
1665,Columbia College Chicago,,0.8946,,,51889,,26598,5368,11,Chicago,IL,,0.0256,,1
1666,Concordia University-Chicago,,0.9279,,,45383,,18436,1323,21,River Forest,IL,0.0068,0.1507,1,2
1671,DePaul University,0.3615,0.7589,580,560,63052,,30902,14090,11,Chicago,IL,0.0058,0.3013,1,1
21686,East-West University,,,,,32606,,21697,468,11,Chicago,IL,,0.3235,1,1
1674,Eastern Illinois University,,0.6535,460,420,26996,12786,,4188,33,Charleston,IL,0.0045,0.1262,1,1
1767,Benedictine University,0.3291,0.9523,,,46713,,22313,1942,21,Lisle,IL,0.0024,0.3146,1,2
1688,Illinois College,,0.7819,450,433,48955,,18298,930,32,Jacksonville,IL,0.0039,0.2257,1,1
1691,Illinois Institute of Technology,,0.5493,590,590,68164,,18425,2833,11,Chicago,IL,0.0236,0.0219,1,1
1692,Illinois State University,,0.8815,500,490,34309,19398,,19057,22,Normal,IL,0.0137,0.2156,1,1
1700,Judson University,0.0909,0.4759,423,393,43137,,18558,708,12,Elgin,IL,0.0105,0.2263,1,2
1704,Knox College,0.2066,0.7079,600,580,68134,,24595,1127,32,Galesburg,IL,0.0089,0.1067,1,1
1706,Lake Forest College,0.9402,0.5681,600,590,70655,,28673,1813,21,Lake Forest,IL,0.0144,0.1847,1,1
10501,Lakeview College of Nursing,0.549,,,,,,,66,32,Danville,IL,,,,
6225,Trinity College of Nursing & Health Sciences,,,,,,,,56,13,Rock Island,IL,,,,
6228,Methodist College,0.3793,0.3889,,,46874,,41787,245,12,Peoria,IL,,,,
1725,Monmouth College,,0.9093,500,500,57157,,17133,702,32,Monmouth,IL,0.0053,0.1746,1,1
1727,Moody Bible Institute,0.1395,0.8269,,,34327,,22221,1510,11,Chicago,IL,,,,
1733,tiol Louis University,0.25,0.9505,,,24154,,12641,4406,11,Chicago,IL,,0.1273,,2
1732,tiol University of Health Sciences,,,,,,,,13,21,Lombard,IL,,,,
1734,North Central College,0.1443,0.7733,530,525,57219,,21044,2428,12,perville,IL,0.0072,0.246,1,1
1693,Northeastern Illinois University,,0.746,,,26960,14109,,3982,11,Chicago,IL,0.0081,0.1746,1,1
1741,Olivet zarene University,0.6941,0.5586,490,460,51981,,20729,2603,23,Bourbonis,IL,0.0038,0.1593,2,2
1745,Quincy University,0.7846,0.5093,490,510,50091,,20359,1010,33,Quincy,IL,0.0051,0.2071,1,1
9800,Rush University,,,,,,,,138,11,Chicago,IL,,,,
6240,Saint Francis Medical Center College of Nursing,0.4236,,,,,,,273,12,Peoria,IL,,,,
30980,St. John's College-Department of Nursing,0.4452,,,,,,,126,12,Springfield,IL,,,,
9987,Saint Anthony College of Nursing,,,,,,,,172,12,Rockford,IL,,,,
1758,Southern Illinois University-Carbondale,,0.8688,470,430,28329,13297,,8494,32,Carbondale,IL,0.0032,0.0836,1,2
20732,Telshe Yeshiva-Chicago,0.2775,1,,,23300,,7626,78,11,Chicago,IL,,,,
1771,Trinity Christian College,,0.8492,510,540,35012,,19125,820,21,Palos Heights,IL,0.0049,0.1214,1,1
1772,Trinity Intertiol University-Illinois,,1,,,16515,,2835,55,21,Deerfield,IL,0.0182,0.2545,1,1
1780,Western Illinois University,0.3939,0.7118,,,28254,12937,,4410,33,Macomb,IL,0.0018,0.1259,1,2
1785,Anderson University,0.6254,0.7934,450,450,51585,,25021,1057,13,Anderson,IN,0.0048,0.1818,1,1
1834,Calumet College of Saint Joseph,0.4017,,,,32968,,22451,529,21,Whiting,IN,,0.1591,,1
1793,Earlham College,0.3316,0.7311,570,540,67684,,24714,670,32,Richmond,IN,,0.1553,1,1
1800,Grace College and Theological Semiry,,0.8215,510,490,41838,,19932,1464,32,Wino Lake,IN,0.008,0.2834,1,2
1821,Marian University,0.5749,0.9546,,,56258,,24018,2266,11,Indiapolis,IN,0.0065,0.1565,1,1
21408,Martin University,,,,,23152,,18114,150,11,Indiapolis,IN,,0.3103,,1
1840,University of Notre Dame,,0.1127,720,735,83271,,26780,8818,21,Notre Dame,IN,0.0361,0.2482,1,1
1824,Oakland City University,,0.8251,,,42441,,15210,499,42,Oakland City,IN,0.0056,0.2961,1,2
1839,Trine University,,0.8548,,,51109,,25355,2324,32,Angola,IN,0.002,0.1174,1,1
30691,Allen College,0.9585,,,,,,,261,13,Waterloo,IA,,,,
1846,Briar Cliff University,,,,,51493,,23907,624,13,Sioux City,IA,,0.1793,1,2
1847,Bue Vista University,,0.7761,,,54222,,18846,1366,33,Storm Lake,IA,0.0049,0.2518,1,2
1850,Central College,,0.8617,528,528,37773,,23377,1070,32,Pella,IA,0.0127,0.2152,1,1
1852,Clarke University,,0.7183,430,470,55782,,24479,742,13,Dubuque,IA,,0.1731,1,1
1858,Divine Word College,0.5155,,,,,,,64,42,Epworth,IA,,,,
1860,Drake University,0.3646,0.6385,580,530,64835,,29127,2543,12,Des Moines,IA,0.0153,0.2219,1,1
1891,University of Dubuque,,0.8863,490,490,53806,,23386,1440,13,Dubuque,IA,0.0061,0.2744,1,1
1866,Graceland University-Lamoni,,0.8083,,,48294,,18504,798,43,Lamoni,IA,0.0104,0.1615,1,2
1868,Grinnell College,0.1556,0.1451,700,710,83440,,17648,1729,33,Grinnell,IA,0.0392,,1,
1869,Iowa State University,0.2211,0.8866,560,560,24018,18589,,25367,13,Ames,IA,0.0122,0.1715,1,1
1892,University of Iowa,0.3982,0.8362,570,560,28596,22531,,22264,13,Iowa City,IA,0.012,0.2395,1,1
1873,Loras College,,0.9986,,,50537,,20716,1083,13,Dubuque,IA,0.0265,0.2035,1,1
11113,Maharishi Intertiol University,0.6162,0.957,,,27892,,14956,922,33,Fairfield,IA,0.0051,0.4974,1,1
6273,Mercy College of Health Sciences,,0.9971,,,34398,,26924,867,12,Des Moines,IA,,,,
1879,Morningside University,0.8513,0.7104,,,52577,,31320,1163,13,Sioux City,IA,0.0039,0.2791,1,1
1880,Mount Mercy University,0.747,0.8252,,,55054,,20168,1107,12,Cedar Rapids,IA,,0.3097,1,2
1881,Ashford University,,,,,37594,,31266,20152,11,San Diego,CA,,0.4626,,2
1883,Northwestern College,,0.8036,,,49783,,25907,1175,32,Orange City,IA,0.012,0.24,1,1
12300,Palmer College of Chiropractic,,,,,,,,43,12,Davenport,IA,,,,
1889,Saint Ambrose University,,0.7733,490,440,51141,,24691,1916,12,Davenport,IA,0.0037,0.2285,1,1
1887,Simpson College,,0.8622,,,61227,,21936,1227,31,Indianola,IA,0.0202,0.1862,1,2
1895,Waldorf University,0.7778,0.7698,,,39675,,19693,1827,43,Forest City,IA,,0.2022,,2
1900,William Penn University,,0.5188,450,430,42874,,22601,1301,33,Oskaloosa,IA,0.0034,0.1846,1,2
1903,Baker University,,0.9419,,,50918,,25301,1100,42,Baldwin City,KS,0.0083,0.325,1,2
10256,Benedictine College,0.7304,0.9812,570,570,52206,,27891,2272,32,Atchison,KS,0.0232,0.1832,1,1
1905,Bethel College-North Newton,,0.935,,,52193,,32917,504,32,North Newton,KS,,0.2759,1,1
1908,Central Christian College of Kansas,,0.5271,,,33327,,11404,380,33,McPherson,KS,,0.1963,1,2
1927,Emporia State University,0.5494,0.9771,,,21967,16261,,2239,33,Emporia,KS,,0.2094,1,1
1915,Fort Hays State University,0.6233,0.9026,500,470,19909,12569,,9733,33,Hays,KS,0.0038,0.3165,1,2
1917,Barclay College,,0.5098,,,42890,,29290,168,43,Haviland,KS,,0.125,,2
