OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
11462,University of Alaska Anchorage,5209,Hospitality Administration/Management.,,,
11462,University of Alaska Anchorage,5209,Hospitality Administration/Management.,,,
11462,University of Alaska Anchorage,5212,Management Information Systems and Services.,,,
11462,University of Alaska Anchorage,5212,Management Information Systems and Services.,,,
11462,University of Alaska Anchorage,5213,Management Sciences and Quantitative Methods.,,,
11462,University of Alaska Anchorage,5213,Management Sciences and Quantitative Methods.,76098,74017,
11462,University of Alaska Anchorage,5213,Management Sciences and Quantitative Methods.,,,
11462,University of Alaska Anchorage,5214,Marketing.,,43240,17287
11462,University of Alaska Anchorage,5220,Construction Management.,,,
11462,University of Alaska Anchorage,5220,Construction Management.,80711,72274,
11462,University of Alaska Anchorage,5220,Construction Management.,,,
11462,University of Alaska Anchorage,5299,"Business, Management, Marketing, and Related Support Services, Other.",36029,27823,
1063,University of Alaska Fairbanks,2701,Mathematics.,,,
1063,University of Alaska Fairbanks,2701,Mathematics.,,,
1063,University of Alaska Fairbanks,2701,Mathematics.,,,
1063,University of Alaska Fairbanks,2703,Applied Mathematics.,,,
1063,University of Alaska Fairbanks,2703,Applied Mathematics.,,,
1063,University of Alaska Fairbanks,2705,Statistics.,,,
1063,University of Alaska Fairbanks,2705,Statistics.,,,
1063,University of Alaska Fairbanks,5202,"Business Administration, Management and Operations.",,,
1063,University of Alaska Fairbanks,5202,"Business Administration, Management and Operations.",,32119,
1063,University of Alaska Fairbanks,5202,"Business Administration, Management and Operations.",44355,30771,34526
1063,University of Alaska Fairbanks,5202,"Business Administration, Management and Operations.",62149,58221,
1063,University of Alaska Fairbanks,5203,Accounting and Related Services.,,,
1063,University of Alaska Fairbanks,5203,Accounting and Related Services.,,,
1063,University of Alaska Fairbanks,5203,Accounting and Related Services.,46188,43798,
1063,University of Alaska Fairbanks,5203,Accounting and Related Services.,,,
1063,University of Alaska Fairbanks,5204,Business Operations Support and Assistant Services.,,,
1063,University of Alaska Fairbanks,5208,Finance and Financial Management Services.,,,
1063,University of Alaska Fairbanks,5210,Human Resources Management and Services.,,,
1063,University of Alaska Fairbanks,5212,Management Information Systems and Services.,,,
1063,University of Alaska Fairbanks,5220,Construction Management.,,,
1065,University of Alaska Southeast,2701,Mathematics.,,,
1065,University of Alaska Southeast,5202,"Business Administration, Management and Operations.",,,
1065,University of Alaska Southeast,5202,"Business Administration, Management and Operations.",53862,55383,22698
1065,University of Alaska Southeast,5203,Accounting and Related Services.,,,
1065,University of Alaska Southeast,5203,Accounting and Related Services.,,,
1065,University of Alaska Southeast,5207,Entrepreneurial and Small Business Operations.,,,
1065,University of Alaska Southeast,5208,Finance and Financial Management Services.,,,
1065,University of Alaska Southeast,5208,Finance and Financial Management Services.,,,
1061,Alaska Pacific University,5201,"Business/Commerce, General.",,,
1061,Alaska Pacific University,5201,"Business/Commerce, General.",,,
1061,Alaska Pacific University,5202,"Business Administration, Management and Operations.",,,
1061,Alaska Pacific University,5202,"Business Administration, Management and Operations.",,,
1061,Alaska Pacific University,5202,"Business Administration, Management and Operations.",,,
1061,Alaska Pacific University,5202,"Business Administration, Management and Operations.",84369,81333,
1061,Alaska Pacific University,5202,"Business Administration, Management and Operations.",,,
1061,Alaska Pacific University,5203,Accounting and Related Services.,,,
1061,Alaska Pacific University,5203,Accounting and Related Services.,,,
1061,Alaska Pacific University,5207,Entrepreneurial and Small Business Operations.,,,
1061,Alaska Pacific University,5207,Entrepreneurial and Small Business Operations.,,,
1061,Alaska Pacific University,5208,Finance and Financial Management Services.,,,
1061,Alaska Pacific University,5212,Management Information Systems and Services.,,,
31603,Alaska Vocational Technical Center,5204,Business Operations Support and Assistant Services.,,,
25769,Charter College,5202,"Business Administration, Management and Operations.",,,
25769,Charter College,5202,"Business Administration, Management and Operations.",33243,31495,21000
25769,Charter College,5202,"Business Administration, Management and Operations.",45669,37208,
25769,Charter College,5202,"Business Administration, Management and Operations.",,,
25769,Charter College,5203,Accounting and Related Services.,,31799,
25769,Charter College,5203,Accounting and Related Services.,,,
25769,Charter College,5203,Accounting and Related Services.,,,
25769,Charter College,5204,Business Operations Support and Assistant Services.,22188,28816,14750
25410,Alaska Career College,5202,"Business Administration, Management and Operations.",,,
25410,Alaska Career College,5203,Accounting and Related Services.,33100,31495,17318
25410,Alaska Career College,5210,Human Resources Management and Services.,,,17357
25410,Alaska Career College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,25194,
25410,Alaska Career College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,34526,
23068,Miller-Motte College-Arizona Automotive Institute,5202,"Business Administration, Management and Operations.",21203,21924,26166
22188,Brookline College-Phoenix,5202,"Business Administration, Management and Operations.",,21660,18658
22188,Brookline College-Phoenix,5202,"Business Administration, Management and Operations.",,,
22188,Brookline College-Phoenix,5203,Accounting and Related Services.,,,
1081,Arizona State University Campus Immersion,2701,Mathematics.,40675,48823,19325
1081,Arizona State University Campus Immersion,2701,Mathematics.,,,
1081,Arizona State University Campus Immersion,2701,Mathematics.,,,
1081,Arizona State University Campus Immersion,2703,Applied Mathematics.,,,
1081,Arizona State University Campus Immersion,2703,Applied Mathematics.,50115,48823,17268
1081,Arizona State University Campus Immersion,2703,Applied Mathematics.,,,47980
1081,Arizona State University Campus Immersion,2703,Applied Mathematics.,,59417,
1081,Arizona State University Campus Immersion,2705,Statistics.,,,
1081,Arizona State University Campus Immersion,2705,Statistics.,,,
1081,Arizona State University Campus Immersion,2705,Statistics.,,,
1081,Arizona State University Campus Immersion,2705,Statistics.,,,
1081,Arizona State University Campus Immersion,2799,"Mathematics and Statistics, Other.",,,
1081,Arizona State University Campus Immersion,5201,"Business/Commerce, General.",43886,50439,
1081,Arizona State University Campus Immersion,5202,"Business Administration, Management and Operations.",,,9250
1081,Arizona State University Campus Immersion,5202,"Business Administration, Management and Operations.",51542,52229,20490
1081,Arizona State University Campus Immersion,5202,"Business Administration, Management and Operations.",97013,98650,47828
1081,Arizona State University Campus Immersion,5202,"Business Administration, Management and Operations.",,,
1081,Arizona State University Campus Immersion,5202,"Business Administration, Management and Operations.",,,
1081,Arizona State University Campus Immersion,5203,Accounting and Related Services.,51945,56035,16850
1081,Arizona State University Campus Immersion,5203,Accounting and Related Services.,56218,57911,
1081,Arizona State University Campus Immersion,5207,Entrepreneurial and Small Business Operations.,,,
1081,Arizona State University Campus Immersion,5207,Entrepreneurial and Small Business Operations.,41568,38289,14012
1081,Arizona State University Campus Immersion,5208,Finance and Financial Management Services.,53254,56748,17250
1081,Arizona State University Campus Immersion,5208,Finance and Financial Management Services.,62596,76460,
