OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
1933,McPherson College,2701,Mathematics.,,,
1933,McPherson College,5202,"Business Administration, Management and Operations.",38202,,
1933,McPherson College,5203,Accounting and Related Services.,,,
1933,McPherson College,5208,Finance and Financial Management Services.,,,
1933,McPherson College,5214,Marketing.,,,
7032,MidAmerica Nazarene University,2701,Mathematics.,,,
7032,MidAmerica Nazarene University,5202,"Business Administration, Management and Operations.",,,
7032,MidAmerica Nazarene University,5202,"Business Administration, Management and Operations.",47757,51106,18833
7032,MidAmerica Nazarene University,5202,"Business Administration, Management and Operations.",62058,61218,32556
7032,MidAmerica Nazarene University,5202,"Business Administration, Management and Operations.",,,
7032,MidAmerica Nazarene University,5203,Accounting and Related Services.,,,
7032,MidAmerica Nazarene University,5205,Business/Corporate Communications.,,,
7032,MidAmerica Nazarene University,5207,Entrepreneurial and Small Business Operations.,,,
7032,MidAmerica Nazarene University,5208,Finance and Financial Management Services.,,,
7032,MidAmerica Nazarene University,5210,Human Resources Management and Services.,,,
7032,MidAmerica Nazarene University,5210,Human Resources Management and Services.,,,
7032,MidAmerica Nazarene University,5213,Management Sciences and Quantitative Methods.,,,
7032,MidAmerica Nazarene University,5213,Management Sciences and Quantitative Methods.,,,
7032,MidAmerica Nazarene University,5214,Marketing.,,,
1936,Neosho County Community College,5202,"Business Administration, Management and Operations.",,,
1936,Neosho County Community College,5202,"Business Administration, Management and Operations.",,,
1936,Neosho County Community College,5203,Accounting and Related Services.,,,
1936,Neosho County Community College,5203,Accounting and Related Services.,,,
1936,Neosho County Community College,5204,Business Operations Support and Assistant Services.,,,
1936,Neosho County Community College,5204,Business Operations Support and Assistant Services.,,,
1936,Neosho County Community College,5214,Marketing.,,,
1936,Neosho County Community College,5214,Marketing.,,,
5265,Fort Hays Tech North Central,5201,"Business/Commerce, General.",,,
5265,Fort Hays Tech North Central,5202,"Business Administration, Management and Operations.",,,
5265,Fort Hays Tech North Central,5204,Business Operations Support and Assistant Services.,,,
5265,Fort Hays Tech North Central,5214,Marketing.,,,
5267,Fort Hays State University-Northwest Kansas Technical College,5204,Business Operations Support and Assistant Services.,,,
5267,Fort Hays State University-Northwest Kansas Technical College,5204,Business Operations Support and Assistant Services.,,,
5267,Fort Hays State University-Northwest Kansas Technical College,5204,Business Operations Support and Assistant Services.,,,
1937,Ottawa University-Ottawa,2701,Mathematics.,,,
1937,Ottawa University-Ottawa,5202,"Business Administration, Management and Operations.",34341,39369,20000
1937,Ottawa University-Ottawa,5202,"Business Administration, Management and Operations.",76940,,32624
1937,Ottawa University-Ottawa,5203,Accounting and Related Services.,47803,,20696
1937,Ottawa University-Ottawa,5203,Accounting and Related Services.,,,
1937,Ottawa University-Ottawa,5206,Business/Managerial Economics.,,,
1937,Ottawa University-Ottawa,5208,Finance and Financial Management Services.,,,
1937,Ottawa University-Ottawa,5210,Human Resources Management and Services.,,,21941
1937,Ottawa University-Ottawa,5210,Human Resources Management and Services.,,,
1937,Ottawa University-Ottawa,5212,Management Information Systems and Services.,,,
1937,Ottawa University-Ottawa,5213,Management Sciences and Quantitative Methods.,,,
1937,Ottawa University-Ottawa,5214,Marketing.,,,
1937,Ottawa University-Kansas City,2701,Mathematics.,,,
1937,Ottawa University-Kansas City,5202,"Business Administration, Management and Operations.",34341,39369,20000
1937,Ottawa University-Kansas City,5202,"Business Administration, Management and Operations.",76940,,32624
1937,Ottawa University-Kansas City,5203,Accounting and Related Services.,47803,,20696
1937,Ottawa University-Kansas City,5203,Accounting and Related Services.,,,
1937,Ottawa University-Kansas City,5206,Business/Managerial Economics.,,,
1937,Ottawa University-Kansas City,5208,Finance and Financial Management Services.,,,
1937,Ottawa University-Kansas City,5210,Human Resources Management and Services.,,,21941
1937,Ottawa University-Kansas City,5210,Human Resources Management and Services.,,,
1937,Ottawa University-Kansas City,5212,Management Information Systems and Services.,,,
1937,Ottawa University-Kansas City,5213,Management Sciences and Quantitative Methods.,,,
1937,Ottawa University-Kansas City,5214,Marketing.,,,
1926,Pittsburg State University,2701,Mathematics.,,,
1926,Pittsburg State University,2701,Mathematics.,,,
1926,Pittsburg State University,2701,Mathematics.,,,
1926,Pittsburg State University,5201,"Business/Commerce, General.",41194,36668,22616
1926,Pittsburg State University,5202,"Business Administration, Management and Operations.",49339,48432,19119
1926,Pittsburg State University,5203,Accounting and Related Services.,,,
1926,Pittsburg State University,5203,Accounting and Related Services.,45021,40728,20936
1926,Pittsburg State University,5203,Accounting and Related Services.,,,
1926,Pittsburg State University,5208,Finance and Financial Management Services.,43111,38721,19500
1926,Pittsburg State University,5210,Human Resources Management and Services.,,47260,27185
1926,Pittsburg State University,5211,International Business.,,,
1926,Pittsburg State University,5214,Marketing.,,,
1926,Pittsburg State University,5214,Marketing.,39063,43798,20500
1926,Pittsburg State University,5217,Insurance.,,,
1926,Pittsburg State University,5220,Construction Management.,57047,66941,21684
1938,Pratt Community College,5202,"Business Administration, Management and Operations.",,,
1938,Pratt Community College,5202,"Business Administration, Management and Operations.",,,
1938,Pratt Community College,5203,Accounting and Related Services.,,,
1938,Pratt Community College,5204,Business Operations Support and Assistant Services.,,,
1938,Pratt Community College,5204,Business Operations Support and Assistant Services.,,,
1943,University of Saint Mary,2701,Mathematics.,,,
1943,University of Saint Mary,2703,Applied Mathematics.,,,
1943,University of Saint Mary,5202,"Business Administration, Management and Operations.",,,23250
1943,University of Saint Mary,5202,"Business Administration, Management and Operations.",62076,69338,34703
1943,University of Saint Mary,5203,Accounting and Related Services.,,,
1943,University of Saint Mary,5203,Accounting and Related Services.,,,
1943,University of Saint Mary,5214,Marketing.,,,
5499,Salina Area Technical College,5204,Business Operations Support and Assistant Services.,,,
5499,Salina Area Technical College,5204,Business Operations Support and Assistant Services.,,,
8228,Seward County Community College,5202,"Business Administration, Management and Operations.",,,
8228,Seward County Community College,5202,"Business Administration, Management and Operations.",,,
8228,Seward County Community College,5203,Accounting and Related Services.,,,
8228,Seward County Community College,5204,Business Operations Support and Assistant Services.,,,
8228,Seward County Community College,5204,Business Operations Support and Assistant Services.,,,
8228,Seward County Community College,5214,Marketing.,,,
8228,Seward County Community College,5214,Marketing.,,,
1940,Southwestern College,2701,Mathematics.,,,
1940,Southwestern College,5202,"Business Administration, Management and Operations.",,,
1940,Southwestern College,5202,"Business Administration, Management and Operations.",57248,49214,22584
1940,Southwestern College,5202,"Business Administration, Management and Operations.",44218,60523,37287
1940,Southwestern College,5202,"Business Administration, Management and Operations.",,,
1940,Southwestern College,5203,Accounting and Related Services.,,49840,
1940,Southwestern College,5208,Finance and Financial Management Services.,,,
1940,Southwestern College,5210,Human Resources Management and Services.,,47260,
1940,Southwestern College,5212,Management Information Systems and Services.,,,
1940,Southwestern College,5214,Marketing.,,,
1940,Southwestern College,5220,Construction Management.,,,
1940,Southwestern College,5299,"Business, Management, Marketing, and Related Support Services, Other.",56603,54713,
1945,Sterling College,2701,Mathematics.,,,
1945,Sterling College,2705,Statistics.,,,
1945,Sterling College,5202,"Business Administration, Management and Operations.",,,
1945,Sterling College,5203,Accounting and Related Services.,,,
1945,Sterling College,5207,Entrepreneurial and Small Business Operations.,,,
1945,Sterling College,5208,Finance and Financial Management Services.,,,
1945,Sterling College,5210,Human Resources Management and Services.,,,
1945,Sterling College,5213,Management Sciences and Quantitative Methods.,,,
1945,Sterling College,5214,Marketing.,,,
1945,Sterling College,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
1946,Tabor College,2701,Mathematics.,,,
1946,Tabor College,5201,"Business/Commerce, General.",,,
1946,Tabor College,5202,"Business Administration, Management and Operations.",,,
1946,Tabor College,5202,"Business Administration, Management and Operations.",38812,,
1946,Tabor College,5202,"Business Administration, Management and Operations.",,,
1946,Tabor College,5203,Accounting and Related Services.,,,
1946,Tabor College,5207,Entrepreneurial and Small Business Operations.,,,
1946,Tabor College,5214,Marketing.,,,
1949,Washburn University,2701,Mathematics.,,,
1949,Washburn University,5201,"Business/Commerce, General.",,,
1949,Washburn University,5202,"Business Administration, Management and Operations.",,,
1949,Washburn University,5202,"Business Administration, Management and Operations.",45645,46790,20500
1949,Washburn University,5202,"Business Administration, Management and Operations.",56084,71015,26200
1949,Washburn University,5202,"Business Administration, Management and Operations.",,,
1949,Washburn University,5203,Accounting and Related Services.,40896,44595,18912
1949,Washburn University,5203,Accounting and Related Services.,,62012,
1949,Washburn University,5204,Business Operations Support and Assistant Services.,,,
1949,Washburn University,5204,Business Operations Support and Assistant Services.,,,
1949,Washburn University,5206,Business/Managerial Economics.,,,
1949,Washburn University,5207,Entrepreneurial and Small Business Operations.,,,
1949,Washburn University,5207,Entrepreneurial and Small Business Operations.,,,
1949,Washburn University,5208,Finance and Financial Management Services.,46551,45128,21136
1949,Washburn University,5211,International Business.,,,
1949,Washburn University,5213,Management Sciences and Quantitative Methods.,,,
1949,Washburn University,5214,Marketing.,39216,45696,23500
1949,Washburn University,5217,Insurance.,,,
5498,Wichita State University-Campus of Applied Sciences and Technology,5202,"Business Administration, Management and Operations.",,,
5498,Wichita State University-Campus of Applied Sciences and Technology,5202,"Business Administration, Management and Operations.",,,
5498,Wichita State University-Campus of Applied Sciences and Technology,5203,Accounting and Related Services.,,,
5498,Wichita State University-Campus of Applied Sciences and Technology,5204,Business Operations Support and Assistant Services.,,,
5498,Wichita State University-Campus of Applied Sciences and Technology,5204,Business Operations Support and Assistant Services.,,,
1950,Wichita State University,2701,Mathematics.,,,
1950,Wichita State University,2701,Mathematics.,,,
1950,Wichita State University,2701,Mathematics.,,,
1950,Wichita State University,2703,Applied Mathematics.,,,
1950,Wichita State University,2703,Applied Mathematics.,,,
1950,Wichita State University,2703,Applied Mathematics.,,,
1950,Wichita State University,2703,Applied Mathematics.,,,
1950,Wichita State University,2705,Statistics.,,,
1950,Wichita State University,5202,"Business Administration, Management and Operations.",,,
1950,Wichita State University,5202,"Business Administration, Management and Operations.",42790,42522,20500
1950,Wichita State University,5202,"Business Administration, Management and Operations.",77993,57318,20585
1950,Wichita State University,5202,"Business Administration, Management and Operations.",,,
1950,Wichita State University,5203,Accounting and Related Services.,47084,54032,20500
1950,Wichita State University,5203,Accounting and Related Services.,,,
1950,Wichita State University,5206,Business/Managerial Economics.,,,21698
1950,Wichita State University,5206,Business/Managerial Economics.,,,
1950,Wichita State University,5207,Entrepreneurial and Small Business Operations.,,,
1950,Wichita State University,5207,Entrepreneurial and Small Business Operations.,44097,33993,
1950,Wichita State University,5207,Entrepreneurial and Small Business Operations.,,,
1950,Wichita State University,5208,Finance and Financial Management Services.,42878,41789,23250
1950,Wichita State University,5210,Human Resources Management and Services.,,,
1950,Wichita State University,5210,Human Resources Management and Services.,37997,48432,20500
1950,Wichita State University,5210,Human Resources Management and Services.,,,
1950,Wichita State University,5210,Human Resources Management and Services.,,,
1950,Wichita State University,5211,International Business.,,,
1950,Wichita State University,5211,International Business.,,51482,16868
1950,Wichita State University,5212,Management Information Systems and Services.,56847,61303,
1950,Wichita State University,5212,Management Information Systems and Services.,,,
1950,Wichita State University,5213,Management Sciences and Quantitative Methods.,,,
1950,Wichita State University,5213,Management Sciences and Quantitative Methods.,,,
1950,Wichita State University,5213,Management Sciences and Quantitative Methods.,,,
1950,Wichita State University,5214,Marketing.,32997,34230,16687
1951,Alice Lloyd College,5201,"Business/Commerce, General.",,,
1951,Alice Lloyd College,5203,Accounting and Related Services.,,,
1952,Asbury University,2701,Mathematics.,,,
1952,Asbury University,2703,Applied Mathematics.,,,
1952,Asbury University,5201,"Business/Commerce, General.",33341,,30438
1952,Asbury University,5202,"Business Administration, Management and Operations.",,,25000
1952,Asbury University,5202,"Business Administration, Management and Operations.",,,
1952,Asbury University,5203,Accounting and Related Services.,,29685,
1952,Asbury University,5203,Accounting and Related Services.,,,
1952,Asbury University,5208,Finance and Financial Management Services.,,,
1952,Asbury University,5214,Marketing.,,,
1990,Ashland Community and Technical College,5201,"Business/Commerce, General.",,,
1990,Ashland Community and Technical College,5202,"Business Administration, Management and Operations.",,,12204
1990,Ashland Community and Technical College,5202,"Business Administration, Management and Operations.",,25967,12353
1954,Bellarmine University,2701,Mathematics.,,,
1954,Bellarmine University,5201,"Business/Commerce, General.",37168,39009,
1954,Bellarmine University,5201,"Business/Commerce, General.",61859,67240,
1954,Bellarmine University,5202,"Business Administration, Management and Operations.",39931,,26000
1954,Bellarmine University,5202,"Business Administration, Management and Operations.",59350,,26735
1954,Bellarmine University,5203,Accounting and Related Services.,,55512,
1954,Bellarmine University,5203,Accounting and Related Services.,,,
1954,Bellarmine University,5203,Accounting and Related Services.,,,
1954,Bellarmine University,5208,Finance and Financial Management Services.,50891,47260,
1954,Bellarmine University,5213,Management Sciences and Quantitative Methods.,,,
1954,Bellarmine University,5214,Marketing.,,,
1954,Bellarmine University,5216,Taxation.,,,
1955,Berea College,2701,Mathematics.,,17846,
1955,Berea College,2703,Applied Mathematics.,,,
1955,Berea College,5201,"Business/Commerce, General.",32950,33993,
1955,Berea College,5202,"Business Administration, Management and Operations.",,,
5271,Southcentral Kentucky Community and Technical College,5202,"Business Administration, Management and Operations.",,,11115
5271,Southcentral Kentucky Community and Technical College,5202,"Business Administration, Management and Operations.",21355,24730,13650
5271,Southcentral Kentucky Community and Technical College,5204,Business Operations Support and Assistant Services.,,,
1958,Brescia University,2701,Mathematics.,,,
1958,Brescia University,2703,Applied Mathematics.,,,
1958,Brescia University,5201,"Business/Commerce, General.",,,
1958,Brescia University,5201,"Business/Commerce, General.",,,
1958,Brescia University,5202,"Business Administration, Management and Operations.",,,
1958,Brescia University,5202,"Business Administration, Management and Operations.",,,24415
1958,Brescia University,5202,"Business Administration, Management and Operations.",,,
1958,Brescia University,5203,Accounting and Related Services.,,,
1958,Brescia University,5203,Accounting and Related Services.,,,
1958,Brescia University,5203,Accounting and Related Services.,,,
1958,Brescia University,5207,Entrepreneurial and Small Business Operations.,,,
1958,Brescia University,5213,Management Sciences and Quantitative Methods.,,,
1959,Campbellsville University,2701,Mathematics.,,,
1959,Campbellsville University,5201,"Business/Commerce, General.",,,
1959,Campbellsville University,5201,"Business/Commerce, General.",,,
1959,Campbellsville University,5201,"Business/Commerce, General.",34410,35213,22275
1959,Campbellsville University,5201,"Business/Commerce, General.",53868,43426,26980
1959,Campbellsville University,5202,"Business Administration, Management and Operations.",,,
1959,Campbellsville University,5202,"Business Administration, Management and Operations.",,,
1959,Campbellsville University,5203,Accounting and Related Services.,,,
1959,Campbellsville University,5203,Accounting and Related Services.,,,
1959,Campbellsville University,5203,Accounting and Related Services.,,,
1959,Campbellsville University,5207,Entrepreneurial and Small Business Operations.,,,
1959,Campbellsville University,5210,Human Resources Management and Services.,,,
1959,Campbellsville University,5214,Marketing.,,,
5244,Bluegrass Community and Technical College,5202,"Business Administration, Management and Operations.",,,
5244,Bluegrass Community and Technical College,5202,"Business Administration, Management and Operations.",33177,28598,13683
5244,Bluegrass Community and Technical College,5204,Business Operations Support and Assistant Services.,,,11579
5244,Bluegrass Community and Technical College,5204,Business Operations Support and Assistant Services.,,26121,
1961,Centre College,2701,Mathematics.,,,
1962,University of the Cumberlands,2701,Mathematics.,,,
1962,University of the Cumberlands,5201,"Business/Commerce, General.",,,
1962,University of the Cumberlands,5201,"Business/Commerce, General.",37376,36104,15568
1962,University of the Cumberlands,5202,"Business Administration, Management and Operations.",54858,49787,16263
1962,University of the Cumberlands,5202,"Business Administration, Management and Operations.",69532,,32333
1962,University of the Cumberlands,5203,Accounting and Related Services.,,,
1962,University of the Cumberlands,5203,Accounting and Related Services.,,,19987
1962,University of the Cumberlands,5208,Finance and Financial Management Services.,,,
1962,University of the Cumberlands,5212,Management Information Systems and Services.,,,
1962,University of the Cumberlands,5212,Management Information Systems and Services.,,,
1962,University of the Cumberlands,5213,Management Sciences and Quantitative Methods.,,,
1962,University of the Cumberlands,5213,Management Sciences and Quantitative Methods.,,,
1963,Eastern Kentucky University,2701,Mathematics.,,,
1963,Eastern Kentucky University,2701,Mathematics.,,,
1963,Eastern Kentucky University,2705,Statistics.,,,
1963,Eastern Kentucky University,2705,Statistics.,,,
1963,Eastern Kentucky University,2799,"Mathematics and Statistics, Other.",,,
1963,Eastern Kentucky University,5201,"Business/Commerce, General.",37931,33993,26500
1963,Eastern Kentucky University,5201,"Business/Commerce, General.",,,
1963,Eastern Kentucky University,5201,"Business/Commerce, General.",,,
1963,Eastern Kentucky University,5202,"Business Administration, Management and Operations.",,,
1963,Eastern Kentucky University,5202,"Business Administration, Management and Operations.",42563,43426,21500
1963,Eastern Kentucky University,5203,Accounting and Related Services.,,,
1963,Eastern Kentucky University,5203,Accounting and Related Services.,39625,40179,21500
1963,Eastern Kentucky University,5203,Accounting and Related Services.,,,
1963,Eastern Kentucky University,5203,Accounting and Related Services.,,,
1963,Eastern Kentucky University,5208,Finance and Financial Management Services.,,,
1963,Eastern Kentucky University,5208,Finance and Financial Management Services.,32868,,15500
1963,Eastern Kentucky University,5212,Management Information Systems and Services.,,39369,26750
1963,Eastern Kentucky University,5214,Marketing.,,,
1963,Eastern Kentucky University,5214,Marketing.,38362,36275,23406
1963,Eastern Kentucky University,5217,Insurance.,37153,43798,
1963,Eastern Kentucky University,5219,"Specialized Sales, Merchandising and  Marketing Operations.",27507,29250,
1963,Eastern Kentucky University,5220,Construction Management.,59585,57318,24500
1991,Elizabethtown Community and Technical College,5202,"Business Administration, Management and Operations.",,,11301
1991,Elizabethtown Community and Technical College,5202,"Business Administration, Management and Operations.",27294,27181,14250
1991,Elizabethtown Community and Technical College,5204,Business Operations Support and Assistant Services.,,,9301
1991,Elizabethtown Community and Technical College,5204,Business Operations Support and Assistant Services.,,,
1964,Georgetown College,2701,Mathematics.,,,
1964,Georgetown College,2703,Applied Mathematics.,,,
1964,Georgetown College,5201,"Business/Commerce, General.",,39729,
1964,Georgetown College,5202,"Business Administration, Management and Operations.",,,
1964,Georgetown College,5203,Accounting and Related Services.,,,
1964,Georgetown College,5206,Business/Managerial Economics.,,,
1964,Georgetown College,5208,Finance and Financial Management Services.,,,
1964,Georgetown College,5214,Marketing.,,,
6962,Hazard Community and Technical College,5202,"Business Administration, Management and Operations.",,,
6962,Hazard Community and Technical College,5202,"Business Administration, Management and Operations.",,,
6962,Hazard Community and Technical College,5208,Finance and Financial Management Services.,,,
1993,Henderson Community College,5202,"Business Administration, Management and Operations.",,,
1993,Henderson Community College,5202,"Business Administration, Management and Operations.",,25194,
1994,Hopkinsville Community College,5202,"Business Administration, Management and Operations.",,,
1994,Hopkinsville Community College,5202,"Business Administration, Management and Operations.",,25194,
1994,Hopkinsville Community College,5204,Business Operations Support and Assistant Services.,,,
1994,Hopkinsville Community College,5204,Business Operations Support and Assistant Services.,,,
6961,Jefferson Community and Technical College,5202,"Business Administration, Management and Operations.",,,13027
6961,Jefferson Community and Technical College,5202,"Business Administration, Management and Operations.",34815,33993,17739
6961,Jefferson Community and Technical College,5204,Business Operations Support and Assistant Services.,,,
6961,Jefferson Community and Technical College,5204,Business Operations Support and Assistant Services.,,,
6961,Jefferson Community and Technical College,5217,Insurance.,,,
10489,American National University-Pikeville,5202,"Business Administration, Management and Operations.",,,
10489,American National University-Pikeville,5202,"Business Administration, Management and Operations.",,,
1968,Kentucky State University,2701,Mathematics.,,,
1968,Kentucky State University,5201,"Business/Commerce, General.",38711,37856,27000
1968,Kentucky State University,5201,"Business/Commerce, General.",,,
1968,Kentucky State University,5202,"Business Administration, Management and Operations.",,,
1968,Kentucky State University,5202,"Business Administration, Management and Operations.",,,
1968,Kentucky State University,5203,Accounting and Related Services.,,,
1969,Kentucky Wesleyan College,2701,Mathematics.,,,
1969,Kentucky Wesleyan College,5201,"Business/Commerce, General.",,28236,25000
1969,Kentucky Wesleyan College,5202,"Business Administration, Management and Operations.",,,
1969,Kentucky Wesleyan College,5203,Accounting and Related Services.,,,
1989,University of Kentucky,2701,Mathematics.,37594,41007,18102
1989,University of Kentucky,2701,Mathematics.,,,
1989,University of Kentucky,2701,Mathematics.,,55964,
1989,University of Kentucky,2703,Applied Mathematics.,,46087,
1989,University of Kentucky,2703,Applied Mathematics.,,,20500
1989,University of Kentucky,2703,Applied Mathematics.,,,
1989,University of Kentucky,2705,Statistics.,,,
1989,University of Kentucky,2705,Statistics.,,,
1989,University of Kentucky,2705,Statistics.,,,
1989,University of Kentucky,2706,Applied Statistics.,,,
1989,University of Kentucky,2706,Applied Statistics.,,,
1989,University of Kentucky,5201,"Business/Commerce, General.",41792,43319,22500
1989,University of Kentucky,5201,"Business/Commerce, General.",65062,62260,32146
1989,University of Kentucky,5201,"Business/Commerce, General.",,,
1989,University of Kentucky,5202,"Business Administration, Management and Operations.",,,
1989,University of Kentucky,5202,"Business Administration, Management and Operations.",,,
1989,University of Kentucky,5202,"Business Administration, Management and Operations.",,,
1989,University of Kentucky,5203,Accounting and Related Services.,50335,50000,22562
1989,University of Kentucky,5203,Accounting and Related Services.,57819,59781,20500
1989,University of Kentucky,5206,Business/Managerial Economics.,47381,43000,20441
1989,University of Kentucky,5208,Finance and Financial Management Services.,,,
1989,University of Kentucky,5208,Finance and Financial Management Services.,50819,51773,20750
1989,University of Kentucky,5208,Finance and Financial Management Services.,,,
1989,University of Kentucky,5209,Hospitality Administration/Management.,39835,36848,21125
1989,University of Kentucky,5210,Human Resources Management and Services.,,,
1989,University of Kentucky,5210,Human Resources Management and Services.,,,
1989,University of Kentucky,5211,International Business.,,,
1989,University of Kentucky,5213,Management Sciences and Quantitative Methods.,,,
1989,University of Kentucky,5213,Management Sciences and Quantitative Methods.,,,
1989,University of Kentucky,5214,Marketing.,38713,44869,22500
1989,University of Kentucky,5214,Marketing.,,,
1989,University of Kentucky,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
1965,Kentucky Christian University,5202,"Business Administration, Management and Operations.",,,
1965,Kentucky Christian University,5202,"Business Administration, Management and Operations.",32110,35060,19500
1972,Lindsey Wilson College,2701,Mathematics.,,,
1972,Lindsey Wilson College,5201,"Business/Commerce, General.",,,
1972,Lindsey Wilson College,5202,"Business Administration, Management and Operations.",33958,32284,24337
1972,Lindsey Wilson College,5202,"Business Administration, Management and Operations.",,,
1999,University of Louisville,2701,Mathematics.,35234,40485,18000
1999,University of Louisville,2701,Mathematics.,,,
1999,University of Louisville,2703,Applied Mathematics.,,,
1999,University of Louisville,5201,"Business/Commerce, General.",,,
1999,University of Louisville,5201,"Business/Commerce, General.",75195,67939,33183
1999,University of Louisville,5202,"Business Administration, Management and Operations.",,35274,
1999,University of Louisville,5202,"Business Administration, Management and Operations.",,,
1999,University of Louisville,5203,Accounting and Related Services.,,,
1999,University of Louisville,5203,Accounting and Related Services.,49151,50952,18644
1999,University of Louisville,5203,Accounting and Related Services.,,,
1999,University of Louisville,5203,Accounting and Related Services.,57477,,
1999,University of Louisville,5203,Accounting and Related Services.,,,
1999,University of Louisville,5206,Business/Managerial Economics.,35891,42682,16169
1999,University of Louisville,5207,Entrepreneurial and Small Business Operations.,,,
1999,University of Louisville,5207,Entrepreneurial and Small Business Operations.,,,
1999,University of Louisville,5207,Entrepreneurial and Small Business Operations.,,,
1999,University of Louisville,5208,Finance and Financial Management Services.,48340,45500,20884
1999,University of Louisville,5212,Management Information Systems and Services.,54900,63005,22250
1999,University of Louisville,5213,Management Sciences and Quantitative Methods.,,,30750
1999,University of Louisville,5213,Management Sciences and Quantitative Methods.,,,
1999,University of Louisville,5214,Marketing.,37794,42495,19500
1999,University of Louisville,5215,Real Estate.,,,
1999,University of Louisville,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
9010,Madisonville Community College,5202,"Business Administration, Management and Operations.",,,
9010,Madisonville Community College,5202,"Business Administration, Management and Operations.",,,
9010,Madisonville Community College,5204,Business Operations Support and Assistant Services.,,,
6960,Maysville Community and Technical College,5202,"Business Administration, Management and Operations.",,,16637
6960,Maysville Community and Technical College,5202,"Business Administration, Management and Operations.",31753,31314,
6960,Maysville Community and Technical College,5204,Business Operations Support and Assistant Services.,,,13588
6960,Maysville Community and Technical College,5204,Business Operations Support and Assistant Services.,,17624,
1975,Midway University,2701,Mathematics.,,,
1975,Midway University,5201,"Business/Commerce, General.",,,
1975,Midway University,5201,"Business/Commerce, General.",38201,45435,19499
1975,Midway University,5202,"Business Administration, Management and Operations.",,,
1975,Midway University,5202,"Business Administration, Management and Operations.",48469,48432,26478
1975,Midway University,5203,Accounting and Related Services.,,,
1975,Midway University,5210,Human Resources Management and Services.,,,
1976,Morehead State University,2701,Mathematics.,35684,27048,23655
1976,Morehead State University,5201,"Business/Commerce, General.",,,
1976,Morehead State University,5201,"Business/Commerce, General.",33832,34793,25000
1976,Morehead State University,5201,"Business/Commerce, General.",57256,61516,26654
1976,Morehead State University,5202,"Business Administration, Management and Operations.",32681,37856,24122
1976,Morehead State University,5203,Accounting and Related Services.,34707,35823,22782
1976,Morehead State University,5206,Business/Managerial Economics.,,,
1976,Morehead State University,5208,Finance and Financial Management Services.,,34526,
1976,Morehead State University,5212,Management Information Systems and Services.,,,
1976,Morehead State University,5212,Management Information Systems and Services.,37678,46673,
1976,Morehead State University,5214,Marketing.,34335,34526,23500
1977,Murray State University,2701,Mathematics.,36524,35060,
1977,Murray State University,2701,Mathematics.,,,
1977,Murray State University,5201,"Business/Commerce, General.",,,
1977,Murray State University,5201,"Business/Commerce, General.",33385,32806,17500
1977,Murray State University,5201,"Business/Commerce, General.",53643,59485,28786
1977,Murray State University,5202,"Business Administration, Management and Operations.",,,
1977,Murray State University,5202,"Business Administration, Management and Operations.",36133,38289,21061
1977,Murray State University,5202,"Business Administration, Management and Operations.",,,
1977,Murray State University,5203,Accounting and Related Services.,40996,44091,18318
1977,Murray State University,5208,Finance and Financial Management Services.,,36221,20500
1977,Murray State University,5211,International Business.,,,
1977,Murray State University,5214,Marketing.,32374,32284,21997
5273,Gateway Community and Technical College,5201,"Business/Commerce, General.",,,
5273,Gateway Community and Technical College,5202,"Business Administration, Management and Operations.",,,11100
5273,Gateway Community and Technical College,5202,"Business Administration, Management and Operations.",36738,35416,11595
9275,Northern Kentucky University,2701,Mathematics.,,46478,
9275,Northern Kentucky University,2705,Statistics.,,,
9275,Northern Kentucky University,5201,"Business/Commerce, General.",,,
9275,Northern Kentucky University,5201,"Business/Commerce, General.",47090,44170,27750
9275,Northern Kentucky University,5201,"Business/Commerce, General.",86069,81333,29830
9275,Northern Kentucky University,5202,"Business Administration, Management and Operations.",42995,49158,19500
9275,Northern Kentucky University,5202,"Business Administration, Management and Operations.",,,
9275,Northern Kentucky University,5202,"Business Administration, Management and Operations.",,,
9275,Northern Kentucky University,5203,Accounting and Related Services.,47770,51781,19465
9275,Northern Kentucky University,5203,Accounting and Related Services.,62135,59534,
9275,Northern Kentucky University,5205,Business/Corporate Communications.,,,
9275,Northern Kentucky University,5205,Business/Corporate Communications.,,,
9275,Northern Kentucky University,5206,Business/Managerial Economics.,,49683,
9275,Northern Kentucky University,5206,Business/Managerial Economics.,,,
9275,Northern Kentucky University,5207,Entrepreneurial and Small Business Operations.,,35864,
9275,Northern Kentucky University,5208,Finance and Financial Management Services.,46191,42682,21237
9275,Northern Kentucky University,5210,Human Resources Management and Services.,41423,43128,25000
9275,Northern Kentucky University,5210,Human Resources Management and Services.,74690,101406,40705
9275,Northern Kentucky University,5212,Management Information Systems and Services.,,,
9275,Northern Kentucky University,5212,Management Information Systems and Services.,46914,56867,22125
9275,Northern Kentucky University,5212,Management Information Systems and Services.,,82440,
9275,Northern Kentucky University,5212,Management Information Systems and Services.,,,
9275,Northern Kentucky University,5212,Management Information Systems and Services.,,,
9275,Northern Kentucky University,5214,Marketing.,40252,38289,20500
